case_id,id_unico,declaracion,serie,query,nandina_ref,partida_ref,sub_partida_ref,clase_ref,reference_code_in_corpus,rank_ref,position_bucket,coverage_class,retrieved_count,top1_code,top1_score,mrr_at_100_contribution,mrr_at_200_contribution,method,hit_top_1,hit_top_3,hit_top_5,hit_top_10,hit_top_50,hit_recall_100,hit_recall_200,exact_at_100,hs6_at_100,hs4_at_100,chapter_at_100,exact_at_200,hs6_at_200,hs4_at_200,chapter_at_200
DA-EVAL-V02-00011,118-2026-10-004975-00-129,,,"Montaje derecho de la caja de, S/M, S/M Montaje derecho de la caja de cambios Transmission RH mount wldmt // Cod: 27050120981 Sostener transmisión, absorber vibraciones, mantener alineación Acero // Componente repuesto para maquinaria minera",87084090,8708,870840,87,True,0,>200_or_not_retrieved,reference_present_not_recovered_top_200,200,29024200,0.6777591705322266,0.0,0.0,text2trade_dense_data_aduanas_clase87_v0.2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
DA-EVAL-V02-00012,118-2026-10-004975-00-130,,,"Conjunto de motor de accionami, S/M, S/M Conjunto de motor de accionamiento L15 Drive motor assy L15 // Cod: 4110707021 Componente de motor Acero // Componente repuesto para maquinaria minera",87089999,8708,870899,87,True,0,>200_or_not_retrieved,reference_present_not_recovered_top_200,200,29024200,0.7046196460723877,0.0,0.0,text2trade_dense_data_aduanas_clase87_v0.2,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1
DA-EVAL-V02-00013,118-2026-10-004975-00-137,,,"Brazo de dirección, S/M, S/M Brazo de dirección Steering arm // Cod: 27060106931 Componente del sistema de dirección Acero // Componente repuesto para maquinaria minera",87089999,8708,870899,87,True,0,>200_or_not_retrieved,reference_present_not_recovered_top_200,200,29024200,0.6897464990615845,0.0,0.0,text2trade_dense_data_aduanas_clase87_v0.2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
DA-EVAL-V02-00014,118-2026-10-004975-00-140,,,"Conjunto de barra de dirección, S/M, S/M Conjunto de barra de dirección 1101.5*O60 Steering tie rod assy1101.5*O60 // Cod: 4110708066 Componente respuesta para motor Acero // Componente repuesto para maquinaria minera",87089999,8708,870899,87,True,0,>200_or_not_retrieved,reference_present_not_recovered_top_200,200,29024200,0.669021725654602,0.0,0.0,text2trade_dense_data_aduanas_clase87_v0.2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
DA-EVAL-V02-00015,118-2026-10-004975-00-151,,,"Conjunto de brazo central, S/M, S/M Conjunto de brazo central Center arm assy // Cod: 27140220051 Componente del sistema de dirección Acero // Componente repuesto para maquinaria minera",87089999,8708,870899,87,True,0,>200_or_not_retrieved,reference_present_not_recovered_top_200,200,29024200,0.6767910718917847,0.0,0.0,text2trade_dense_data_aduanas_clase87_v0.2,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1
DA-EVAL-V02-00016,118-2026-10-004975-00-153,,,"Brazo de enlace, S/M, S/M Brazo de enlace - Pasador de enlace O40*128 Pin // Cod: 27060106991 Permite el movimiento articulado de piezas metalicas Acero // Componente repuesto para maquinaria minera",87089999,8708,870899,87,True,0,>200_or_not_retrieved,reference_present_not_recovered_top_200,200,29024200,0.6600601673126221,0.0,0.0,text2trade_dense_data_aduanas_clase87_v0.2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
DA-EVAL-V02-00017,118-2026-10-004975-00-163,,,"Ensamblaje de cardán 3570-2205, S/M, 3570-2205080-T Ensamblaje de cardán 3570-2205080-T Cardan assy 3570-2205080-T // Cod: 4110001049004 Transmitir torque entre ejes desalineados Acero // Componente repuesto para maquinaria minera",87089929,8708,870899,87,True,104,101-200,reference_recovered_101_200,200,29024200,0.6637681126594543,0.0,0.009615384615384616,text2trade_dense_data_aduanas_clase87_v0.2,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1
DA-EVAL-V02-00018,118-2026-10-004975-00-18,,,"Barra de sujeción, S/M, CG-600 Barra de sujeción del radiador CG-600 Radiator bar CG-600 // Cod: 4110705454 Sostener y estabilizar el radiador en el vehículo Acero // Componente repuesto para maquinaria minera",87089100,8708,870891,87,True,0,>200_or_not_retrieved,reference_present_not_recovered_top_200,200,29024200,0.6258004903793335,0.0,0.0,text2trade_dense_data_aduanas_clase87_v0.2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
DA-EVAL-V02-00019,118-2026-10-004975-00-21,,,"Conjunto de amortiguador, S/M, S/M Conjunto de amortiguador del radiador Radiator shock absorber assy // Cod: 4110001445 Permite mantener la estabilidad de radiador de motor Acero // Componente repuesto para maquinaria minera",87089999,8708,870899,87,True,0,>200_or_not_retrieved,reference_present_not_recovered_top_200,200,29024200,0.6982957124710083,0.0,0.0,text2trade_dense_data_aduanas_clase87_v0.2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
DA-EVAL-V02-00020,118-2026-10-004975-00-223,,,"Volante para sistema de direcc, S/M, S/M Volante para sistema de dirección 430 Steering wheel-430 // Cod: 4120001247 Permite al conductor controlar la dirección del vehículo Acero // Componente repuesto para maquinaria minera",87089939,8708,870899,87,True,0,>200_or_not_retrieved,reference_present_not_recovered_top_200,200,29024200,0.7021331787109375,0.0,0.0,text2trade_dense_data_aduanas_clase87_v0.2,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1
DA-EVAL-V02-00021,118-2026-10-004975-00-224,,,"Mecanismo de dirección (XCEL80, S/M, S/M Mecanismo de dirección (XCEL80-800) Steering (XCEL80-800) // Cod: 4120704271 Permite al conductor controlar la dirección del vehículo Acero // Componente repuesto para maquinaria minera",87089999,8708,870899,87,True,0,>200_or_not_retrieved,reference_present_not_recovered_top_200,200,29024200,0.6220194101333618,0.0,0.0,text2trade_dense_data_aduanas_clase87_v0.2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
DA-EVAL-V02-00022,118-2026-10-004975-00-230,,,"Cilindro de dirección, S/M, S/M Cilindro de dirección Steering cylinder // Cod: 4120708060 Componente del sistema de dirección Acero // Componente repuesto para maquinaria minera",87089400,8708,870894,87,True,0,>200_or_not_retrieved,reference_present_not_recovered_top_200,200,29024200,0.6910411715507507,0.0,0.0,text2trade_dense_data_aduanas_clase87_v0.2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
DA-EVAL-V02-00023,118-2026-10-004975-00-242,,,"Motor de dirección eléctrica, S/M, TG180T14D15CB35LG Motor de dirección eléctrica TG180T14D15CB35LG Steering motor TG180T14D15CB35LG // Cod: 4130713216 Proporciona fuerza para asistir o realizar la dirección en maquinaria Acero // Componente repuesto para maquinaria minera",87089939,8708,870899,87,True,0,>200_or_not_retrieved,reference_present_not_recovered_top_200,200,29024200,0.7089851498603821,0.0,0.0,text2trade_dense_data_aduanas_clase87_v0.2,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1
DA-EVAL-V02-00024,118-2026-10-004975-00-243,,,"Amortiguador, S/M, S/M Amortiguador de vibraciones 20-00620-01 Shock absorber 20-00620-01 // Cod: 4120709161 Absorber y disipar impactos Acero // Componente repuesto para maquinaria minera",87088020,8708,870880,87,True,0,>200_or_not_retrieved,reference_present_not_recovered_top_200,200,29024200,0.686244547367096,0.0,0.0,text2trade_dense_data_aduanas_clase87_v0.2,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1
DA-EVAL-V02-00025,118-2026-10-004975-00-27,,,"Bastidor, S/M, 4.1107077852e+012 Bastidor superior 4110707785224 Upper frame 4110707785224 // Cod: 4110707785224 Proporcionar rigidez estructural, soporte y alineación de componentes Acero // Componente repuesto para maquinaria minera",87089999,8708,870899,87,True,0,>200_or_not_retrieved,reference_present_not_recovered_top_200,200,29024200,0.6417075395584106,0.0,0.0,text2trade_dense_data_aduanas_clase87_v0.2,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1
DA-EVAL-V02-00026,118-2026-10-004975-00-28,,,"Radiador 4110707785225, S/M, 4.1107077852e+012 Radiador 4110707785225 Intercooler 4110707785225 // Cod: 4110707785225 Permite disipar el calor generado por el motor Aleacion de aluminio // Componente repuesto para maquinaria minera",87089100,8708,870891,87,True,0,>200_or_not_retrieved,reference_present_not_recovered_top_200,200,29024200,0.6777255535125732,0.0,0.0,text2trade_dense_data_aduanas_clase87_v0.2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
DA-EVAL-V02-00027,118-2026-10-004975-00-29,,,"Bastidor, S/M, 4.1107077852e+012 Bastidor derecho 4110707785227 Right frame 4110707785227 // Cod: 4110707785227 Soporte, rigidez y fijación de componentes Acero // Componente repuesto para maquinaria minera",87089999,8708,870899,87,True,0,>200_or_not_retrieved,reference_present_not_recovered_top_200,200,29024200,0.6289031505584717,0.0,0.0,text2trade_dense_data_aduanas_clase87_v0.2,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1
DA-EVAL-V02-00028,118-2026-10-004975-00-30,,,"Deflector de aire, S/M, 4.1107080192e+012 Deflector de aire 4110708019232 Guide hood 4110708019232 // Cod: 4110708019232 Dirigir el flujo de aire, mejorar la refrigeración y evitar sobrecalentamientos Acero // Componente repuesto para maquinaria minera",87082990,8708,870829,87,True,0,>200_or_not_retrieved,reference_present_not_recovered_top_200,200,29024200,0.6410844922065735,0.0,0.0,text2trade_dense_data_aduanas_clase87_v0.2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
DA-EVAL-V02-00029,118-2026-10-004975-00-31,,,"Bastidor, S/M, 4.1107077852e+012 Bastidor inferior 4110707785229 Bottom frame 4110707785229 // Cod: 4110707785229 Soporte estructural, distribución de cargas y montaje Acero // Componente repuesto para maquinaria minera",87089999,8708,870899,87,True,0,>200_or_not_retrieved,reference_present_not_recovered_top_200,200,29024200,0.6430628299713135,0.0,0.0,text2trade_dense_data_aduanas_clase87_v0.2,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1
DA-EVAL-V02-00030,118-2026-10-004975-00-312,,,"Condensador, S/M, S/M Condensador 35290040020 Condenser 35290040020 // Cod: 4120710291 Permite la regulación de temperatura de refrigerante Aluminio // Componente repuesto para maquinaria minera",87089999,8708,870899,87,True,0,>200_or_not_retrieved,reference_present_not_recovered_top_200,200,29024200,0.6772549152374268,0.0,0.0,text2trade_dense_data_aduanas_clase87_v0.2,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1
DA-EVAL-V02-00031,118-2026-10-004975-00-314,,,"Secador multifunción 351100855, S/M, 35110085540 Secador multifunción 35110085540 Multifunctional dryer 35110085540 // Cod: 4120711952 Eliminar la humedad del aire comprimido Acero // Componente repuesto para maquinaria minera",87089999,8708,870899,87,True,0,>200_or_not_retrieved,reference_present_not_recovered_top_200,200,29024200,0.6799126863479614,0.0,0.0,text2trade_dense_data_aduanas_clase87_v0.2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
DA-EVAL-V02-00032,118-2026-10-004975-00-315,,,"Conjunto de pedal de freno, S/M, S/M Conjunto de pedal de freno eléctrico Elec brake pedal assy // Cod: 4120706429 Permite el accionamiento del frenado de caja cambios Plástico y acero // Componente repuesto para maquinaria minera",87089999,8708,870899,87,True,0,>200_or_not_retrieved,reference_present_not_recovered_top_200,200,29024200,0.6780214905738831,0.0,0.0,text2trade_dense_data_aduanas_clase87_v0.2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
DA-EVAL-V02-00033,118-2026-10-004975-00-32,,,"Radiador de agua 4110707785230, S/M, 4.1107077852e+012 Radiador de agua 4110707785230 Water radiator 4110707785230 // Cod: 4110707785230 Enfriar el líquido refrigerante mediante intercambio térmico con el aire ambiente Aluminio + plastico ABS // Componente repuesto para maquinaria minera",87089100,8708,870891,87,True,0,>200_or_not_retrieved,reference_present_not_recovered_top_200,200,29024200,0.6345990896224976,0.0,0.0,text2trade_dense_data_aduanas_clase87_v0.2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
DA-EVAL-V02-00034,118-2026-10-004975-00-34,,,"Bastidor, S/M, S/M Bastidor de Soporte 1260 × 1130 × 176 mm Holder assy 1260*1130*176 // Cod: 4110708290 Soporte estructural, distribución de cargas, fijación Acero // Componente repuesto para maquinaria minera",87089999,8708,870899,87,True,0,>200_or_not_retrieved,reference_present_not_recovered_top_200,200,29024200,0.6565614938735962,0.0,0.0,text2trade_dense_data_aduanas_clase87_v0.2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
DA-EVAL-V02-00035,118-2026-10-004975-00-362,,,"conjunto de cables y conectore, S/M, S/M conjunto de cables y conectores 1300 Load sensor harness 1300 // Cod: 27290000632 Permite transmitir informacion de la señal de peso Cobre y plastico // Componente repuesto para maquinaria minera",87089999,8708,870899,87,True,0,>200_or_not_retrieved,reference_present_not_recovered_top_200,200,29024200,0.6421968340873718,0.0,0.0,text2trade_dense_data_aduanas_clase87_v0.2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
DA-EVAL-V02-00036,118-2026-10-004975-00-4,,,"Conjunto de motor, S/M, YCK16765-T300 Conjunto de motor YCK16765-T300 Engine assy YCK16765-T300 // Cod: 4110707884 Componente principal para funcionamiento de vehículos Acero // Componente repuesto para maquinaria minera",87089999,8708,870899,87,True,0,>200_or_not_retrieved,reference_present_not_recovered_top_200,200,29024200,0.7183469533920288,0.0,0.0,text2trade_dense_data_aduanas_clase87_v0.2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
DA-EVAL-V02-00037,118-2026-10-004975-00-41,,,"Respiradero para Carter de mot, S/M, S/M Respiradero para Carter de motor Breather // Cod: 4110708184004 Permite la liberación de la presión del cárter Plástico // Componente repuesto para maquinaria minera",87089999,8708,870899,87,True,0,>200_or_not_retrieved,reference_present_not_recovered_top_200,200,29024200,0.7070797681808472,0.0,0.0,text2trade_dense_data_aduanas_clase87_v0.2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
DA-EVAL-V02-00038,118-2026-10-004975-00-439,,,"Pedal de acelerador, S/M, S/M Pedal de acelerador ELEK 403269 ELEK accelerator pedal 403269 // Cod: 4130701363 Permite regular la aceleración del vehículo Plástico y acero // Componente repuesto para maquinaria minera",87089999,8708,870899,87,True,0,>200_or_not_retrieved,reference_present_not_recovered_top_200,200,29024200,0.6803154945373535,0.0,0.0,text2trade_dense_data_aduanas_clase87_v0.2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
DA-EVAL-V02-00039,118-2026-10-004975-00-447,,,"Cinturón de seguridad, S/M, S/M Cinturón de seguridad SGA10138 Seat belt assembly SGA10138 // Cod: 4190708195011 Permite proteger a los ocupantes del vehículo Polietileno // Componente repuesto para maquinaria minera",87082100,8708,870821,87,True,0,>200_or_not_retrieved,reference_present_not_recovered_top_200,200,29024200,0.6841901540756226,0.0,0.0,text2trade_dense_data_aduanas_clase87_v0.2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
DA-EVAL-V02-00040,118-2026-10-004975-00-450,,,"Cubierta del faro trasero, S/M, S/M Cubierta del faro trasero Rearward illumination light shield // Cod: 27360167361 Proteger la lámpara, difundir luz y señalizar correctamente Acero // Componente repuesto para maquinaria minera",87082920,8708,870829,87,True,0,>200_or_not_retrieved,reference_present_not_recovered_top_200,200,29024200,0.6270502805709839,0.0,0.0,text2trade_dense_data_aduanas_clase87_v0.2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
DA-EVAL-V02-00041,118-2026-10-004975-00-465,,,"Amortiguador, s/M, S/M Amortiguador de gas Air spring // Cod: 27360127271 Facilita la apertura del capó ( motor) Metal + plastico ABS // Componente repuesto para maquinaria minera",87088020,8708,870880,87,True,0,>200_or_not_retrieved,reference_present_not_recovered_top_200,200,29024200,0.6334055662155151,0.0,0.0,text2trade_dense_data_aduanas_clase87_v0.2,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1
DA-EVAL-V02-00042,118-2026-10-004975-00-468,,,"Cubierta protectora para la lu, S/M, S/M Cubierta protectora para la luz antiniebla Fog light protecting cap // Cod: 27130102161 Proteger la luz antiniebla contra impactos Plastico Abs // Implemento de reparacion de repuestos",87082920,8708,870829,87,True,0,>200_or_not_retrieved,reference_present_not_recovered_top_200,200,29024200,0.6835833191871643,0.0,0.0,text2trade_dense_data_aduanas_clase87_v0.2,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1
DA-EVAL-V02-00043,118-2026-10-004975-00-471,,,"Guardabarros, S/M, S/M Guardabarros delantero FR side mudflap // Cod: 27360204051 Evitar que el barro, piedras y agua salpiquen la carrocería Caucho // Componente repuesto para maquinaria minera",87082920,8708,870829,87,True,0,>200_or_not_retrieved,reference_present_not_recovered_top_200,200,29024200,0.6634970903396606,0.0,0.0,text2trade_dense_data_aduanas_clase87_v0.2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
DA-EVAL-V02-00044,118-2026-10-004975-00-472,,,"Guardabarros, S/M, S/M Guardabarros trasero II RR mudguard II // Cod: 27360202341 Evitar que el barro, piedras y agua salpiquen la carrocería Caucho // Componente repuesto para maquinaria minera",87082920,8708,870829,87,True,0,>200_or_not_retrieved,reference_present_not_recovered_top_200,200,29024200,0.6826237440109253,0.0,0.0,text2trade_dense_data_aduanas_clase87_v0.2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
DA-EVAL-V02-00045,118-2026-10-004975-00-473,,,"Guardabarros, S/M, S/M Guardabarros trasero II RR mudguard II // Cod: 27360201341 Evitar que el barro, piedras y agua salpiquen la carrocería Caucho // Componente repuesto para maquinaria minera",87082920,8708,870829,87,True,0,>200_or_not_retrieved,reference_present_not_recovered_top_200,200,29024200,0.6826237440109253,0.0,0.0,text2trade_dense_data_aduanas_clase87_v0.2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
DA-EVAL-V02-00046,118-2026-10-004975-00-479,,,"Cubierta protectora trasera, S/M, S/M Cubierta protectora trasera Rear protection weldment // Cod: 27420102512 Proteger la parte trasera del vehículo Acero // Componente repuesto para maquinaria minera",87082920,8708,870829,87,True,0,>200_or_not_retrieved,reference_present_not_recovered_top_200,200,29024200,0.6850247383117676,0.0,0.0,text2trade_dense_data_aduanas_clase87_v0.2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
DA-EVAL-V02-00047,118-2026-10-004975-00-49,,,"Conjunto de silenciador, S/M, LG24-XYQ-01 Conjunto de silenciador LG24-XYQ-01 Muffler assy LG24-XYQ-01 // Cod: 4190711493 Atenuar sonido, evacuar gases, proteger ambiente y cumplir normas de ruido Acero // Componente repuesto para maquinaria minera",87089999,8708,870899,87,True,0,>200_or_not_retrieved,reference_present_not_recovered_top_200,200,29024200,0.678378701210022,0.0,0.0,text2trade_dense_data_aduanas_clase87_v0.2,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1
DA-EVAL-V02-00048,118-2026-10-004975-00-51,,,"Conjunto de caja de conversión, S/M, S/M Conjunto de caja de conversión de escape Exhaust converter // Cod: 4190003584 Combinar o redirigir gases, optimizar flujo y proteger sistema de escape Acero // Componente repuesto para maquinaria minera",87089999,8708,870899,87,True,0,>200_or_not_retrieved,reference_present_not_recovered_top_200,200,29024200,0.6730024218559265,0.0,0.0,text2trade_dense_data_aduanas_clase87_v0.2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
DA-EVAL-V02-00049,118-2026-10-004975-00-52,,,"Tubo de escape soldado, S/M, S/M Tubo de escape soldado Tail exhaust pipe weldment // Cod: 27240110491 Conducir gases al exterior, reducir ruido, proteger estructura del vehículo Acero // Componente repuesto para maquinaria minera",87089200,8708,870892,87,True,0,>200_or_not_retrieved,reference_present_not_recovered_top_200,200,29024200,0.668472409248352,0.0,0.0,text2trade_dense_data_aduanas_clase87_v0.2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
DA-EVAL-V02-00050,118-2026-10-004975-00-524,,,"Guardabarros, S/M, S/M Guardabarros 1140x1225x6 Mudflap 1140*1225*6 // Cod: 27170495531 Evitar que el barro, piedras y agua salpiquen la carrocería Caucho // Componente repuesto para maquinaria minera",87082920,8708,870829,87,True,0,>200_or_not_retrieved,reference_present_not_recovered_top_200,200,29024200,0.6491051912307739,0.0,0.0,text2trade_dense_data_aduanas_clase87_v0.2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
DA-EVAL-V02-00051,118-2026-10-004975-00-54,,,"Tubo de escape intermedio WLDM, S/M, S/M Tubo de escape intermedio WLDMT Mid exhaust pipe wldmt // Cod: 27240113771 Permite evacuar los gases de escape Acero // Componente repuesto para maquinaria minera",87089200,8708,870892,87,True,0,>200_or_not_retrieved,reference_present_not_recovered_top_200,200,29024200,0.6724172830581665,0.0,0.0,text2trade_dense_data_aduanas_clase87_v0.2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
DA-EVAL-V02-00052,118-2026-10-004975-00-55,,,"Primer tubo de escape WLDMT, S/M, S/M Primer tubo de escape WLDMT First exhaust pipe wldmt // Cod: 27240113721 Permite evacuar los gases de escape Acero // Componente repuesto para maquinaria minera",87089200,8708,870892,87,True,0,>200_or_not_retrieved,reference_present_not_recovered_top_200,200,29024200,0.680752158164978,0.0,0.0,text2trade_dense_data_aduanas_clase87_v0.2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
