case_id,generation_sequence,attempt_count,retry_reason,timestamp_utc,model,model_digest,prompt_hash,input_hash,status,parse_status,parse_error,latency_seconds,prompt_eval_count,eval_count
DA-EVAL-V02-00284,11,1,,2026-08-30T18:27:55.239982+00:00,qwen2.5:7b-instruct,845dbda0ea48ed749caafd9e6037047aa19acfcfd82e704d7ca97d631a0b697e,1b56ba51863df4d73c8cd882d9154d32df3339a6292d4f72f61d400876f8b1d0,c38acadee434363fca9727f6947995694cfeac5e7ad08c9f277a92f90a4c1b13,completed,parsed_json_object,,54.31030000001192,3736,3136
DA-EVAL-V02-00002,12,1,,2026-08-30T18:28:49.553152+00:00,qwen2.5:7b-instruct,845dbda0ea48ed749caafd9e6037047aa19acfcfd82e704d7ca97d631a0b697e,1b56ba51863df4d73c8cd882d9154d32df3339a6292d4f72f61d400876f8b1d0,9fc341fb2729f87699cbff1fe22fa5c379216c736ecb91eba02a636f84e4a6e3,completed,parsed_json_object,,34.911084300023504,3912,1970
DA-EVAL-V02-00003,13,1,,2026-08-30T18:29:24.467303+00:00,qwen2.5:7b-instruct,845dbda0ea48ed749caafd9e6037047aa19acfcfd82e704d7ca97d631a0b697e,1b56ba51863df4d73c8cd882d9154d32df3339a6292d4f72f61d400876f8b1d0,75f96bf4a5fe24bc561cbc7bf27c9c4c3bd57dd88944f01b1add8f9ac058ca8a,completed,parsed_json_object,,33.619904099963605,3910,1910
DA-EVAL-V02-00004,14,1,,2026-08-30T18:29:58.090166+00:00,qwen2.5:7b-instruct,845dbda0ea48ed749caafd9e6037047aa19acfcfd82e704d7ca97d631a0b697e,1b56ba51863df4d73c8cd882d9154d32df3339a6292d4f72f61d400876f8b1d0,d21676a80964c322650e6879b6e66cbfd5bfc0f01f4676ccba49ee2a8afb3718,completed,parsed_json_object,,43.01013710000552,3936,2509
DA-EVAL-V02-00017,15,1,,2026-08-30T18:30:41.102403+00:00,qwen2.5:7b-instruct,845dbda0ea48ed749caafd9e6037047aa19acfcfd82e704d7ca97d631a0b697e,1b56ba51863df4d73c8cd882d9154d32df3339a6292d4f72f61d400876f8b1d0,f52c5367649ed18f47a9d20614d18d338deada49388f52352387bc42e742b8b5,completed,parsed_json_object,,32.60335879994091,3281,1884
DA-EVAL-V02-00426,16,1,,2026-08-30T18:31:13.708884+00:00,qwen2.5:7b-instruct,845dbda0ea48ed749caafd9e6037047aa19acfcfd82e704d7ca97d631a0b697e,1b56ba51863df4d73c8cd882d9154d32df3339a6292d4f72f61d400876f8b1d0,3076260aad13ff653966eeba1653f554f4709cad5e75b0e26ccf844623e82098,completed,parsed_json_object,,27.023435699986294,3322,1572
DA-EVAL-V02-00427,17,1,,2026-08-30T18:31:40.735400+00:00,qwen2.5:7b-instruct,845dbda0ea48ed749caafd9e6037047aa19acfcfd82e704d7ca97d631a0b697e,1b56ba51863df4d73c8cd882d9154d32df3339a6292d4f72f61d400876f8b1d0,e6eed1e9898351fac9dcae5ada3cc50a9b215b7f00aab21944e9e64dc5bd1167,completed,parsed_json_object,,26.586244500009343,3323,1572
DA-EVAL-V02-00439,18,1,,2026-08-30T18:32:07.323804+00:00,qwen2.5:7b-instruct,845dbda0ea48ed749caafd9e6037047aa19acfcfd82e704d7ca97d631a0b697e,1b56ba51863df4d73c8cd882d9154d32df3339a6292d4f72f61d400876f8b1d0,6cda9d28240b0bfac299651997d9bc0b765ceeb0d8bb96c4e3a71be57b02c389,completed,parsed_json_object,,26.531383499968797,3323,1520
DA-EVAL-V02-00440,19,1,,2026-08-30T18:32:33.858501+00:00,qwen2.5:7b-instruct,845dbda0ea48ed749caafd9e6037047aa19acfcfd82e704d7ca97d631a0b697e,1b56ba51863df4d73c8cd882d9154d32df3339a6292d4f72f61d400876f8b1d0,34379b2932bff7cb216917c27fe0172df552b8812869061797fbe596c67d60d3,completed,parsed_json_object,,28.425487899919972,3322,1636
DA-EVAL-V02-00441,20,1,,2026-08-30T18:33:02.286084+00:00,qwen2.5:7b-instruct,845dbda0ea48ed749caafd9e6037047aa19acfcfd82e704d7ca97d631a0b697e,1b56ba51863df4d73c8cd882d9154d32df3339a6292d4f72f61d400876f8b1d0,8fdd21a55ec18b034e09f2600b7cdeba86fd1ee7f42283eb654774ccc92266b7,completed,parsed_json_object,,26.81918459990993,3325,1553
DA-EVAL-V02-00442,21,1,,2026-08-30T18:33:29.108398+00:00,qwen2.5:7b-instruct,845dbda0ea48ed749caafd9e6037047aa19acfcfd82e704d7ca97d631a0b697e,1b56ba51863df4d73c8cd882d9154d32df3339a6292d4f72f61d400876f8b1d0,a81ee8fafb8266901148df7de2db3f62c1040b1e22e9caf92ea8d1f6ac3b1f11,completed,parsed_json_object,,27.912247400032356,3323,1621
DA-EVAL-V02-00685,22,1,,2026-08-30T18:33:57.023613+00:00,qwen2.5:7b-instruct,845dbda0ea48ed749caafd9e6037047aa19acfcfd82e704d7ca97d631a0b697e,1b56ba51863df4d73c8cd882d9154d32df3339a6292d4f72f61d400876f8b1d0,05c4092f0c14dd9d327885f82fcb2053f5b23dbce9a74a9706e8ef6a05c50ab8,completed,parsed_json_object,,46.70627289998811,4002,2640
DA-EVAL-V02-00671,23,1,,2026-08-30T18:34:43.733521+00:00,qwen2.5:7b-instruct,845dbda0ea48ed749caafd9e6037047aa19acfcfd82e704d7ca97d631a0b697e,1b56ba51863df4d73c8cd882d9154d32df3339a6292d4f72f61d400876f8b1d0,7c25a27c52dfd726009d76553bfeb1cd6ca9edc5374d97e38598641e31e1a539,completed,parsed_json_object,,47.67459259997122,3943,2743
DA-EVAL-V02-00682,24,1,,2026-08-30T18:35:31.410132+00:00,qwen2.5:7b-instruct,845dbda0ea48ed749caafd9e6037047aa19acfcfd82e704d7ca97d631a0b697e,1b56ba51863df4d73c8cd882d9154d32df3339a6292d4f72f61d400876f8b1d0,bda2d7fd3cbe5851d27729cca32cf51e381639ccfe162f6f93b13a782750f936,completed,parsed_json_object,,35.14199749997351,3962,1950
DA-EVAL-V02-00285,25,1,,2026-08-30T18:36:06.555802+00:00,qwen2.5:7b-instruct,845dbda0ea48ed749caafd9e6037047aa19acfcfd82e704d7ca97d631a0b697e,1b56ba51863df4d73c8cd882d9154d32df3339a6292d4f72f61d400876f8b1d0,d657aa68db6a2e4648b6d704e5ecbc87f00f90caa41fb0fb254d9f3ae6dde6da,completed,parsed_json_object,,29.604509100085124,3744,1689
DA-EVAL-V02-00927,26,1,,2026-08-30T18:36:36.163085+00:00,qwen2.5:7b-instruct,845dbda0ea48ed749caafd9e6037047aa19acfcfd82e704d7ca97d631a0b697e,1b56ba51863df4d73c8cd882d9154d32df3339a6292d4f72f61d400876f8b1d0,d7a893bc03e6dbd4d41b920614f99065d3462dd8f4f6d1fd198d3f112e1a611c,completed,parsed_json_object,,29.613202500040643,3233,1723
DA-EVAL-V02-00973,27,1,,2026-08-30T18:37:05.779563+00:00,qwen2.5:7b-instruct,845dbda0ea48ed749caafd9e6037047aa19acfcfd82e704d7ca97d631a0b697e,1b56ba51863df4d73c8cd882d9154d32df3339a6292d4f72f61d400876f8b1d0,609b74339146e15731adc01df0cee4c12e72d2dbfcf2b0cc88d1683353565a44,completed,parsed_json_object,,30.973374699940905,3233,1792
DA-EVAL-V02-00112,28,1,,2026-08-30T18:37:36.754774+00:00,qwen2.5:7b-instruct,845dbda0ea48ed749caafd9e6037047aa19acfcfd82e704d7ca97d631a0b697e,1b56ba51863df4d73c8cd882d9154d32df3339a6292d4f72f61d400876f8b1d0,3f4576de4e0457dae0368cb0d6416f38c19523d473dfd934acfb131ac87c62a7,completed,parsed_json_object,,36.28984809992835,3932,2046
DA-EVAL-V02-00113,29,1,,2026-08-30T18:38:13.048727+00:00,qwen2.5:7b-instruct,845dbda0ea48ed749caafd9e6037047aa19acfcfd82e704d7ca97d631a0b697e,1b56ba51863df4d73c8cd882d9154d32df3339a6292d4f72f61d400876f8b1d0,e212d36b17a35a3a707f4db222042cc231e2e73ff7dd25fdc6f958e6e9de5609,completed,parsed_json_object,,39.905665099970065,3932,2259
DA-EVAL-V02-00239,30,1,,2026-08-30T18:38:52.957147+00:00,qwen2.5:7b-instruct,845dbda0ea48ed749caafd9e6037047aa19acfcfd82e704d7ca97d631a0b697e,1b56ba51863df4d73c8cd882d9154d32df3339a6292d4f72f61d400876f8b1d0,d865b114fc5cc0211bab2c19ba043229a100bb4fd16e364ad8da1cfebf1d67cf,completed,parsed_json_object,,28.691654299967922,3174,1645
DA-EVAL-V02-00001,31,1,,2026-08-30T18:39:21.652438+00:00,qwen2.5:7b-instruct,845dbda0ea48ed749caafd9e6037047aa19acfcfd82e704d7ca97d631a0b697e,1b56ba51863df4d73c8cd882d9154d32df3339a6292d4f72f61d400876f8b1d0,6ae6c1febce4fb9c1e311261b959d8a675db2b03ec99ac783f41faa3d62afe06,completed,parsed_json_object,,32.096723600057885,3775,1828
DA-EVAL-V02-00168,32,1,,2026-08-30T18:39:53.751288+00:00,qwen2.5:7b-instruct,845dbda0ea48ed749caafd9e6037047aa19acfcfd82e704d7ca97d631a0b697e,1b56ba51863df4d73c8cd882d9154d32df3339a6292d4f72f61d400876f8b1d0,9ec8c5f1a617c8f155abe4e9aa924425ae3be67eacf9f1559e7be93aab7cd192,completed,parsed_json_object,,34.95074380002916,4009,2005
DA-EVAL-V02-00500,33,1,,2026-08-30T18:40:28.705463+00:00,qwen2.5:7b-instruct,845dbda0ea48ed749caafd9e6037047aa19acfcfd82e704d7ca97d631a0b697e,1b56ba51863df4d73c8cd882d9154d32df3339a6292d4f72f61d400876f8b1d0,411aa852e2648b2d0a2b8d35a4970afe74c6bebc6b49b1d9c7003a049b0a6e9f,completed,parsed_json_object,,33.703155800001696,3990,1916
DA-EVAL-V02-00423,34,1,,2026-08-30T18:41:02.411973+00:00,qwen2.5:7b-instruct,845dbda0ea48ed749caafd9e6037047aa19acfcfd82e704d7ca97d631a0b697e,1b56ba51863df4d73c8cd882d9154d32df3339a6292d4f72f61d400876f8b1d0,f4b834f649690eb8302739d3002cdff28934189b29f50f1c519c36048eff9bc1,completed,parsed_json_object,,25.59434459998738,3245,1491
DA-EVAL-V02-00501,35,1,,2026-08-30T18:41:28.008934+00:00,qwen2.5:7b-instruct,845dbda0ea48ed749caafd9e6037047aa19acfcfd82e704d7ca97d631a0b697e,1b56ba51863df4d73c8cd882d9154d32df3339a6292d4f72f61d400876f8b1d0,fbc0eaca44cb2a394b239deb4df5957d9180778f8a111bd4ca487365349e9ed5,completed,parsed_json_object,,33.879963899962604,4008,1956
DA-EVAL-V02-00287,36,1,,2026-08-30T18:42:01.891818+00:00,qwen2.5:7b-instruct,845dbda0ea48ed749caafd9e6037047aa19acfcfd82e704d7ca97d631a0b697e,1b56ba51863df4d73c8cd882d9154d32df3339a6292d4f72f61d400876f8b1d0,d7d247023fe0b217675c2bab1fffc25997275650972f733979e17e45bc43049c,completed,parsed_json_object,,30.62691920006182,3773,1722
DA-EVAL-V02-00914,37,1,,2026-08-30T18:42:32.521529+00:00,qwen2.5:7b-instruct,845dbda0ea48ed749caafd9e6037047aa19acfcfd82e704d7ca97d631a0b697e,1b56ba51863df4d73c8cd882d9154d32df3339a6292d4f72f61d400876f8b1d0,1dda5522e89a09577020f7d0d7894c9ddf375c9432ecc6252a4aab9ed79e5386,completed,parsed_json_object,,30.26378660008777,3170,1747
DA-EVAL-V02-00948,38,1,,2026-08-30T18:43:02.788678+00:00,qwen2.5:7b-instruct,845dbda0ea48ed749caafd9e6037047aa19acfcfd82e704d7ca97d631a0b697e,1b56ba51863df4d73c8cd882d9154d32df3339a6292d4f72f61d400876f8b1d0,4fabb2fe3c33959ad33981f6af4110f69523523df85d78af263bca68bd298f16,completed,parsed_json_object,,27.92012969998177,3244,1611
DA-EVAL-V02-00971,39,1,,2026-08-30T18:43:30.711927+00:00,qwen2.5:7b-instruct,845dbda0ea48ed749caafd9e6037047aa19acfcfd82e704d7ca97d631a0b697e,1b56ba51863df4d73c8cd882d9154d32df3339a6292d4f72f61d400876f8b1d0,ea0e785f0c0a3caf04ff094d4af366f02d1b3eb625c9594210d313bcfc35a21a,completed,parsed_json_object,,29.339119000011124,3199,1695
DA-EVAL-V02-00972,40,1,,2026-08-30T18:44:00.055166+00:00,qwen2.5:7b-instruct,845dbda0ea48ed749caafd9e6037047aa19acfcfd82e704d7ca97d631a0b697e,1b56ba51863df4d73c8cd882d9154d32df3339a6292d4f72f61d400876f8b1d0,a34d645f5239170be95e789aa1afe7d4781e3d108246063195fea7db5861739f,completed,parsed_json_object,,28.78712270001415,3199,1657
DA-EVAL-V02-00740,41,1,,2026-08-30T18:44:28.845741+00:00,qwen2.5:7b-instruct,845dbda0ea48ed749caafd9e6037047aa19acfcfd82e704d7ca97d631a0b697e,1b56ba51863df4d73c8cd882d9154d32df3339a6292d4f72f61d400876f8b1d0,17c9804a1b6d12caa74b93d09b43e5c2dd259404241c8e31f38c81d302c0cc29,completed,parsed_json_object,,32.63596270000562,3240,1886
DA-EVAL-V02-00770,42,1,,2026-08-30T18:45:01.485116+00:00,qwen2.5:7b-instruct,845dbda0ea48ed749caafd9e6037047aa19acfcfd82e704d7ca97d631a0b697e,1b56ba51863df4d73c8cd882d9154d32df3339a6292d4f72f61d400876f8b1d0,3998226b5b5d4a5940be5f38aeb8604f68d496bbff5be6cc4bd928c128811699,completed,parsed_json_object,,31.94970270001795,3239,1873
DA-EVAL-V02-00925,43,1,,2026-08-30T18:45:33.437945+00:00,qwen2.5:7b-instruct,845dbda0ea48ed749caafd9e6037047aa19acfcfd82e704d7ca97d631a0b697e,1b56ba51863df4d73c8cd882d9154d32df3339a6292d4f72f61d400876f8b1d0,e0f4a1c8a773f2074aa55e47824bb42a568c809ea48dfb3dc2c3d874e985c615,completed,parsed_json_object,,31.518613300053403,3214,1828
DA-EVAL-V02-00975,44,1,,2026-08-30T18:46:04.960716+00:00,qwen2.5:7b-instruct,845dbda0ea48ed749caafd9e6037047aa19acfcfd82e704d7ca97d631a0b697e,1b56ba51863df4d73c8cd882d9154d32df3339a6292d4f72f61d400876f8b1d0,4db300a97e0d5ee8be4d395c4c0398f72e6a87e2022632bef6c2d14d77ef724a,completed,parsed_json_object,,28.094917799928226,3214,1626
DA-EVAL-V02-00947,45,1,,2026-08-30T18:46:33.058419+00:00,qwen2.5:7b-instruct,845dbda0ea48ed749caafd9e6037047aa19acfcfd82e704d7ca97d631a0b697e,1b56ba51863df4d73c8cd882d9154d32df3339a6292d4f72f61d400876f8b1d0,0f6d51046e583638f3b95f564cb716ef1abc5e97e6d622b95429f39861cbda20,completed,parsed_json_object,,29.07089879992418,3218,1685
DA-EVAL-V02-00920,46,1,,2026-08-30T18:47:02.133433+00:00,qwen2.5:7b-instruct,845dbda0ea48ed749caafd9e6037047aa19acfcfd82e704d7ca97d631a0b697e,1b56ba51863df4d73c8cd882d9154d32df3339a6292d4f72f61d400876f8b1d0,6d28c9ae7d50f0b06f3dda2909f3da450befb3b1f91f3d254abfb1926b2b3444,completed,parsed_json_object,,36.313187499996275,3328,2109
DA-EVAL-V02-00960,47,1,,2026-08-30T18:47:38.450078+00:00,qwen2.5:7b-instruct,845dbda0ea48ed749caafd9e6037047aa19acfcfd82e704d7ca97d631a0b697e,1b56ba51863df4d73c8cd882d9154d32df3339a6292d4f72f61d400876f8b1d0,7d838c84e0e35526e1e6773a9ae6d53e4b7e3e5f38bbd091f8f57ee954e2d587,completed,parsed_json_object,,29.521915199933574,3244,1699
DA-EVAL-V02-01020,48,1,,2026-08-30T18:48:07.977422+00:00,qwen2.5:7b-instruct,845dbda0ea48ed749caafd9e6037047aa19acfcfd82e704d7ca97d631a0b697e,1b56ba51863df4d73c8cd882d9154d32df3339a6292d4f72f61d400876f8b1d0,d38612429894cc66a1128ee3cc8736c230e1d73860aec463a63c80feab34db16,completed,parsed_json_object,,27.082869199919514,3291,1554
DA-EVAL-V02-01021,49,1,,2026-08-30T18:48:35.064411+00:00,qwen2.5:7b-instruct,845dbda0ea48ed749caafd9e6037047aa19acfcfd82e704d7ca97d631a0b697e,1b56ba51863df4d73c8cd882d9154d32df3339a6292d4f72f61d400876f8b1d0,5efb02afa91fac4fc634489f4aa79c26eb880422d2f100867507b8f83ae48f0c,completed,parsed_json_object,,25.95071869995445,3291,1479
DA-EVAL-V02-01022,50,1,,2026-08-30T18:49:01.019330+00:00,qwen2.5:7b-instruct,845dbda0ea48ed749caafd9e6037047aa19acfcfd82e704d7ca97d631a0b697e,1b56ba51863df4d73c8cd882d9154d32df3339a6292d4f72f61d400876f8b1d0,111fda1d004a612e178083907e33511648978bce0eceebf4ced559474989bb49,completed,parsed_json_object,,25.658524799975567,3291,1471
