case_id,reference_nandina,hs6,hs4,chapter,reference_code_in_normative_corpus,flat_recovered_at_100,hierarchical_recovered_at_200,dual_recovered_at_200,d1a_recovered_at_200,pool_recovered_at_200,exact_duplicate_historical_flag,near_duplicate_historical_flag
DA-EVAL-V02-00164,87089939,870899,8708,87,True,False,False,False,False,False,False,False
DA-EVAL-V02-00165,87089400,870894,8708,87,True,False,False,False,False,False,False,False
DA-EVAL-V02-00166,87087010,870870,8708,87,True,False,False,False,False,False,False,False
DA-EVAL-V02-00167,87089999,870899,8708,87,True,False,False,False,True,False,False,False
DA-EVAL-V02-00168,87032310,870323,8703,87,True,False,False,False,False,False,False,False
DA-EVAL-V02-00169,87032290,870322,8703,87,True,False,False,False,False,False,False,False
DA-EVAL-V02-00170,87032290,870322,8703,87,True,False,False,False,False,False,False,False
DA-EVAL-V02-00171,87032290,870322,8703,87,True,False,False,False,False,False,False,False
DA-EVAL-V02-00172,87032290,870322,8703,87,True,False,False,False,False,False,False,False
DA-EVAL-V02-00173,87032290,870322,8703,87,True,False,False,False,False,False,False,False
DA-EVAL-V02-00220,87087010,870870,8708,87,True,False,False,False,False,False,False,False
DA-EVAL-V02-00221,87087010,870870,8708,87,True,False,False,False,False,False,False,False
DA-EVAL-V02-00222,87087010,870870,8708,87,True,False,False,False,False,False,False,False
DA-EVAL-V02-00223,87087010,870870,8708,87,True,False,False,False,False,False,False,False
DA-EVAL-V02-00224,87087010,870870,8708,87,True,False,False,False,False,False,False,False
DA-EVAL-V02-00225,87087010,870870,8708,87,True,False,False,False,False,False,False,False
DA-EVAL-V02-00226,87087010,870870,8708,87,True,False,False,False,False,False,False,False
DA-EVAL-V02-00227,87087010,870870,8708,87,True,False,False,False,False,False,False,False
DA-EVAL-V02-00232,87088020,870880,8708,87,True,False,False,False,False,False,False,False
DA-EVAL-V02-00233,87088020,870880,8708,87,True,False,False,False,False,False,False,False
DA-EVAL-V02-00234,87088020,870880,8708,87,True,False,False,False,False,False,False,False
DA-EVAL-V02-00235,87088020,870880,8708,87,True,False,False,False,False,False,False,False
DA-EVAL-V02-00236,87089999,870899,8708,87,True,False,False,False,True,False,False,False
DA-EVAL-V02-00237,87088020,870880,8708,87,True,False,False,False,False,False,False,False
DA-EVAL-V02-00238,87088020,870880,8708,87,True,False,False,False,False,False,False,False
DA-EVAL-V02-00239,87082100,870821,8708,87,True,False,False,False,False,False,False,False
DA-EVAL-V02-00240,87089999,870899,8708,87,True,False,False,False,True,False,False,False
DA-EVAL-V02-00241,87089999,870899,8708,87,True,False,False,False,True,False,False,False
DA-EVAL-V02-00242,87089999,870899,8708,87,True,False,False,False,True,False,False,False
DA-EVAL-V02-00243,87089999,870899,8708,87,True,False,False,False,True,False,False,False
DA-EVAL-V02-00244,87089999,870899,8708,87,True,False,False,False,True,False,False,False
DA-EVAL-V02-00245,87089999,870899,8708,87,True,False,False,False,True,False,False,False
DA-EVAL-V02-00246,87032290,870322,8703,87,True,False,False,False,False,False,False,False
DA-EVAL-V02-00247,87032290,870322,8703,87,True,False,False,False,False,False,False,False
DA-EVAL-V02-00248,87032290,870322,8703,87,True,False,False,False,False,False,False,False
DA-EVAL-V02-00249,87032290,870322,8703,87,True,False,False,False,False,False,False,False
DA-EVAL-V02-00250,87032290,870322,8703,87,True,False,False,False,False,False,False,False
DA-EVAL-V02-00251,87032290,870322,8703,87,True,False,False,False,False,False,False,False
DA-EVAL-V02-00252,87032290,870322,8703,87,True,False,False,False,False,False,False,False
DA-EVAL-V02-00253,87032290,870322,8703,87,True,False,False,False,False,False,False,False
DA-EVAL-V02-00254,87082910,870829,8708,87,True,False,False,False,False,False,False,False
DA-EVAL-V02-00255,87082910,870829,8708,87,True,False,False,False,False,False,False,False
DA-EVAL-V02-00256,87082910,870829,8708,87,True,False,False,False,False,False,False,False
DA-EVAL-V02-00257,87082910,870829,8708,87,True,False,False,False,False,False,False,False
DA-EVAL-V02-00258,87082910,870829,8708,87,True,False,False,False,False,False,False,False
DA-EVAL-V02-00259,87082910,870829,8708,87,True,False,False,False,False,False,False,False
DA-EVAL-V02-00260,87082910,870829,8708,87,True,False,False,False,False,False,False,False
DA-EVAL-V02-00261,87082910,870829,8708,87,True,False,False,False,False,False,False,False
DA-EVAL-V02-00262,87082910,870829,8708,87,True,False,False,False,False,False,False,False
DA-EVAL-V02-00263,87082910,870829,8708,87,True,False,False,False,False,False,False,False
DA-EVAL-V02-00264,87082910,870829,8708,87,True,False,False,False,False,False,False,False
DA-EVAL-V02-00265,87082910,870829,8708,87,True,False,False,False,False,False,False,False
DA-EVAL-V02-00266,87082910,870829,8708,87,True,False,False,False,False,False,False,False
DA-EVAL-V02-00267,87082910,870829,8708,87,True,False,False,False,False,False,False,False
DA-EVAL-V02-00268,87082910,870829,8708,87,True,False,False,False,False,False,False,False
DA-EVAL-V02-00269,87082910,870829,8708,87,True,False,False,False,False,False,False,False
DA-EVAL-V02-00270,87082910,870829,8708,87,True,False,False,False,False,False,False,False
DA-EVAL-V02-00271,87082910,870829,8708,87,True,False,False,False,False,False,False,False
DA-EVAL-V02-00272,87082910,870829,8708,87,True,False,False,False,False,False,False,False
DA-EVAL-V02-00273,87082910,870829,8708,87,True,False,False,False,False,False,False,False
DA-EVAL-V02-00274,87082910,870829,8708,87,True,False,False,False,False,False,False,False
DA-EVAL-V02-00275,87082910,870829,8708,87,True,False,False,False,False,False,False,False
DA-EVAL-V02-00276,87082910,870829,8708,87,True,False,False,False,False,False,False,False
DA-EVAL-V02-00277,87082910,870829,8708,87,True,False,False,False,False,False,False,False
DA-EVAL-V02-00278,87082910,870829,8708,87,True,False,False,False,False,False,False,False
DA-EVAL-V02-00279,87082910,870829,8708,87,True,False,False,False,False,False,False,False
DA-EVAL-V02-00280,87082910,870829,8708,87,True,False,False,False,False,False,False,False
DA-EVAL-V02-00281,87082910,870829,8708,87,True,False,False,False,False,False,False,False
DA-EVAL-V02-00282,87082910,870829,8708,87,True,False,False,False,False,False,False,False
DA-EVAL-V02-00283,87082910,870829,8708,87,True,False,False,False,False,False,False,False
DA-EVAL-V02-00284,87038090,870380,8703,87,True,False,False,False,False,False,False,False
DA-EVAL-V02-00285,87038090,870380,8703,87,True,False,False,False,False,False,False,False
DA-EVAL-V02-00286,87032290,870322,8703,87,True,False,False,False,False,False,False,False
DA-EVAL-V02-00287,87032310,870323,8703,87,True,False,False,False,False,False,False,False
DA-EVAL-V02-00288,87081000,870810,8708,87,True,False,False,False,False,False,False,False
DA-EVAL-V02-00289,87081000,870810,8708,87,True,False,False,False,False,False,False,False
DA-EVAL-V02-00297,87082920,870829,8708,87,True,False,False,False,False,False,False,False
DA-EVAL-V02-00298,87082920,870829,8708,87,True,False,False,False,False,False,False,False
DA-EVAL-V02-00300,87082920,870829,8708,87,True,False,False,False,False,False,False,False
DA-EVAL-V02-00301,87082920,870829,8708,87,True,False,False,False,False,False,False,False
DA-EVAL-V02-00304,87082930,870829,8708,87,True,False,False,False,False,False,False,False
DA-EVAL-V02-00305,87082930,870829,8708,87,True,False,False,False,False,False,False,False
DA-EVAL-V02-00306,87082930,870829,8708,87,True,False,False,False,False,False,False,False
DA-EVAL-V02-00307,87082920,870829,8708,87,True,False,False,False,False,False,False,False
DA-EVAL-V02-00308,87082920,870829,8708,87,True,False,False,False,False,False,False,False
DA-EVAL-V02-00309,87082920,870829,8708,87,True,False,False,False,False,False,False,False
DA-EVAL-V02-00310,87082920,870829,8708,87,True,False,False,False,False,False,False,False
DA-EVAL-V02-00311,87082920,870829,8708,87,True,False,False,False,False,False,False,False
DA-EVAL-V02-00312,87082920,870829,8708,87,True,False,False,False,False,False,False,False
DA-EVAL-V02-00313,87082930,870829,8708,87,True,False,False,False,False,False,False,False
DA-EVAL-V02-00321,87081000,870810,8708,87,True,False,False,False,False,False,False,False
DA-EVAL-V02-00322,87082920,870829,8708,87,True,False,False,False,False,False,False,False
DA-EVAL-V02-00323,87082920,870829,8708,87,True,False,False,False,False,False,False,False
DA-EVAL-V02-00326,87082920,870829,8708,87,True,False,False,False,False,False,False,False
DA-EVAL-V02-00330,87082920,870829,8708,87,True,False,False,False,False,False,False,False
DA-EVAL-V02-00331,87082920,870829,8708,87,True,False,False,False,False,False,False,False
DA-EVAL-V02-00332,87081000,870810,8708,87,True,False,False,False,False,False,False,False
DA-EVAL-V02-00333,87082920,870829,8708,87,True,False,False,False,False,False,False,False
DA-EVAL-V02-00335,87082910,870829,8708,87,True,False,False,False,False,False,False,False
DA-EVAL-V02-00336,87082910,870829,8708,87,True,False,False,False,False,False,False,False
DA-EVAL-V02-00337,87082920,870829,8708,87,True,False,False,False,False,False,False,False
DA-EVAL-V02-00338,87082920,870829,8708,87,True,False,False,False,False,False,False,False
DA-EVAL-V02-00341,87082910,870829,8708,87,True,False,False,False,False,False,False,False
DA-EVAL-V02-00342,87082910,870829,8708,87,True,False,False,False,False,False,False,False
DA-EVAL-V02-00343,87081000,870810,8708,87,True,False,False,False,True,False,False,False
DA-EVAL-V02-00345,87082920,870829,8708,87,True,False,False,False,False,False,False,False
DA-EVAL-V02-00346,87082910,870829,8708,87,True,False,False,False,False,False,False,False
DA-EVAL-V02-00351,87082930,870829,8708,87,True,False,False,False,False,False,False,False
DA-EVAL-V02-00352,87032100,870321,8703,87,True,False,False,False,True,False,False,False
DA-EVAL-V02-00353,87032100,870321,8703,87,True,False,False,False,True,False,False,False
DA-EVAL-V02-00354,87032100,870321,8703,87,True,False,False,False,True,False,False,False
DA-EVAL-V02-00355,87032100,870321,8703,87,True,False,False,False,True,False,False,False
DA-EVAL-V02-00356,87032100,870321,8703,87,True,False,False,False,True,False,False,False
DA-EVAL-V02-00357,87032100,870321,8703,87,True,False,False,False,True,False,False,False
DA-EVAL-V02-00358,87032100,870321,8703,87,True,False,False,False,True,False,False,False
DA-EVAL-V02-00359,87032100,870321,8703,87,True,False,False,False,True,False,False,False
DA-EVAL-V02-00360,87032100,870321,8703,87,True,False,False,False,True,False,False,False
DA-EVAL-V02-00361,87032100,870321,8703,87,True,False,False,False,True,False,False,False
DA-EVAL-V02-00362,87032100,870321,8703,87,True,False,False,False,True,False,False,False
DA-EVAL-V02-00363,87032100,870321,8703,87,True,False,False,False,True,False,False,False
DA-EVAL-V02-00364,87032100,870321,8703,87,True,False,False,False,True,False,False,False
DA-EVAL-V02-00365,87032100,870321,8703,87,True,False,False,False,True,False,False,False
DA-EVAL-V02-00366,87032100,870321,8703,87,True,False,False,False,True,False,False,False
DA-EVAL-V02-00367,87032100,870321,8703,87,True,False,False,False,True,False,False,False
DA-EVAL-V02-00368,87032100,870321,8703,87,True,False,False,False,True,False,False,False
DA-EVAL-V02-00369,87032100,870321,8703,87,True,False,False,False,True,False,False,False
DA-EVAL-V02-00370,87032100,870321,8703,87,True,False,False,False,True,False,False,False
DA-EVAL-V02-00371,87032100,870321,8703,87,True,False,False,False,True,False,False,False
DA-EVAL-V02-00372,87032100,870321,8703,87,True,False,False,False,True,False,False,False
DA-EVAL-V02-00373,87032100,870321,8703,87,True,False,False,False,True,False,False,False
DA-EVAL-V02-00374,87032100,870321,8703,87,True,False,False,False,True,False,False,False
DA-EVAL-V02-00375,87032100,870321,8703,87,True,False,False,False,True,False,False,False
DA-EVAL-V02-00376,87032100,870321,8703,87,True,False,False,False,True,False,False,False
DA-EVAL-V02-00377,87032100,870321,8703,87,True,False,False,False,True,False,False,False
DA-EVAL-V02-00378,87032100,870321,8703,87,True,False,False,False,True,False,False,False
DA-EVAL-V02-00379,87032100,870321,8703,87,True,False,False,False,True,False,False,False
DA-EVAL-V02-00380,87032100,870321,8703,87,True,False,False,False,True,False,False,False
DA-EVAL-V02-00381,87032100,870321,8703,87,True,False,False,False,True,False,False,False
DA-EVAL-V02-00382,87032100,870321,8703,87,True,False,False,False,True,False,False,False
DA-EVAL-V02-00383,87032100,870321,8703,87,True,False,False,False,True,False,False,False
DA-EVAL-V02-00384,87032100,870321,8703,87,True,False,False,False,True,False,False,False
DA-EVAL-V02-00385,87032100,870321,8703,87,True,False,False,False,True,False,False,False
DA-EVAL-V02-00386,87032100,870321,8703,87,True,False,False,False,True,False,False,False
DA-EVAL-V02-00387,87032100,870321,8703,87,True,False,False,False,True,False,False,False
DA-EVAL-V02-00388,87032100,870321,8703,87,True,False,False,False,True,False,False,False
DA-EVAL-V02-00389,87032100,870321,8703,87,True,False,False,False,True,False,False,False
DA-EVAL-V02-00390,87032100,870321,8703,87,True,False,False,False,True,False,False,False
DA-EVAL-V02-00391,87032100,870321,8703,87,True,False,False,False,True,False,False,False
DA-EVAL-V02-00392,87032100,870321,8703,87,True,False,False,False,True,False,False,False
DA-EVAL-V02-00393,87032100,870321,8703,87,True,False,False,False,True,False,False,False
DA-EVAL-V02-00394,87032100,870321,8703,87,True,False,False,False,True,False,False,False
DA-EVAL-V02-00396,87089400,870894,8708,87,True,False,False,False,False,False,False,False
DA-EVAL-V02-00398,87082920,870829,8708,87,True,False,False,False,False,False,False,False
DA-EVAL-V02-00403,87082920,870829,8708,87,True,False,False,False,False,False,False,False
DA-EVAL-V02-00406,87089999,870899,8708,87,True,False,False,False,True,False,False,False
DA-EVAL-V02-00407,87082920,870829,8708,87,True,False,False,False,False,False,False,False
DA-EVAL-V02-00413,87089999,870899,8708,87,True,False,False,False,True,False,False,False
DA-EVAL-V02-00419,87089950,870899,8708,87,True,False,False,False,False,False,False,False
DA-EVAL-V02-00420,87089999,870899,8708,87,True,False,False,False,True,False,False,False
DA-EVAL-V02-00423,87142000,871420,8714,87,True,False,False,False,False,False,False,False
DA-EVAL-V02-00426,87079090,870790,8707,87,True,False,False,False,False,False,False,False
DA-EVAL-V02-00427,87079090,870790,8707,87,True,False,False,False,False,False,False,False
DA-EVAL-V02-00430,87089999,870899,8708,87,True,False,False,False,True,False,False,False
DA-EVAL-V02-00431,87089950,870899,8708,87,True,False,False,False,False,False,False,False
DA-EVAL-V02-00433,87082930,870829,8708,87,True,False,False,False,False,False,False,False
DA-EVAL-V02-00439,87079090,870790,8707,87,True,False,False,False,False,False,False,False
DA-EVAL-V02-00440,87079090,870790,8707,87,True,False,False,False,False,False,False,False
DA-EVAL-V02-00441,87079090,870790,8707,87,True,False,False,False,False,False,False,False
DA-EVAL-V02-00442,87079090,870790,8707,87,True,False,False,False,False,False,False,False
DA-EVAL-V02-00443,87082920,870829,8708,87,True,False,False,False,False,False,False,False
DA-EVAL-V02-00446,87089999,870899,8708,87,True,False,False,False,True,False,False,False
DA-EVAL-V02-00447,87089999,870899,8708,87,True,False,False,False,True,False,False,False
DA-EVAL-V02-00448,87089999,870899,8708,87,True,False,False,False,True,False,False,False
DA-EVAL-V02-00449,87089999,870899,8708,87,True,False,False,False,True,False,False,False
DA-EVAL-V02-00450,87089999,870899,8708,87,True,False,False,False,True,False,False,False
DA-EVAL-V02-00451,87089399,870893,8708,87,True,False,False,False,False,False,False,False
DA-EVAL-V02-00452,87085019,870850,8708,87,True,False,False,False,False,False,False,False
DA-EVAL-V02-00453,87089999,870899,8708,87,True,False,False,False,True,False,False,False
DA-EVAL-V02-00454,87089999,870899,8708,87,True,False,False,False,True,False,False,False
DA-EVAL-V02-00455,87082990,870829,8708,87,True,False,False,False,False,False,False,False
DA-EVAL-V02-00456,87083021,870830,8708,87,True,False,False,False,False,False,False,False
DA-EVAL-V02-00457,87089950,870899,8708,87,True,False,False,False,False,False,False,False
DA-EVAL-V02-00458,87088020,870880,8708,87,True,False,False,False,False,False,False,False
DA-EVAL-V02-00459,87089999,870899,8708,87,True,False,False,False,True,False,False,False
DA-EVAL-V02-00460,87089999,870899,8708,87,True,False,False,False,True,False,False,False
DA-EVAL-V02-00461,87082930,870829,8708,87,True,False,False,False,False,False,False,False
DA-EVAL-V02-00462,87082910,870829,8708,87,True,False,False,False,False,False,False,False
DA-EVAL-V02-00463,87089999,870899,8708,87,True,False,False,False,True,False,False,False
DA-EVAL-V02-00464,87089999,870899,8708,87,True,False,False,False,True,False,False,False
DA-EVAL-V02-00465,87089391,870893,8708,87,True,False,False,False,False,False,False,False
DA-EVAL-V02-00466,87089391,870893,8708,87,True,False,False,False,False,False,False,False
DA-EVAL-V02-00467,87089999,870899,8708,87,True,False,False,False,True,False,False,False
DA-EVAL-V02-00468,87089999,870899,8708,87,True,False,False,False,True,False,False,False
DA-EVAL-V02-00469,87089999,870899,8708,87,True,False,False,False,True,False,False,False
DA-EVAL-V02-00470,87089999,870899,8708,87,True,False,False,False,True,False,False,False
DA-EVAL-V02-00471,87082930,870829,8708,87,True,False,False,False,False,False,False,False
DA-EVAL-V02-00472,87089999,870899,8708,87,True,False,False,False,True,False,False,False
DA-EVAL-V02-00473,87082990,870829,8708,87,True,False,False,False,False,False,False,False
DA-EVAL-V02-00474,87083029,870830,8708,87,True,False,False,False,False,False,False,False
DA-EVAL-V02-00475,87082930,870829,8708,87,True,False,False,False,False,False,False,False
DA-EVAL-V02-00476,87089999,870899,8708,87,True,False,False,False,True,False,False,False
DA-EVAL-V02-00477,87089999,870899,8708,87,True,False,False,False,True,False,False,False
DA-EVAL-V02-00478,87089999,870899,8708,87,True,False,False,False,True,False,False,False
DA-EVAL-V02-00479,87089100,870891,8708,87,True,False,False,False,False,False,False,False
DA-EVAL-V02-00480,87089999,870899,8708,87,True,False,False,False,True,False,False,False
DA-EVAL-V02-00481,87089100,870891,8708,87,True,False,False,False,False,False,False,False
DA-EVAL-V02-00482,87089999,870899,8708,87,True,False,False,False,True,False,False,False
DA-EVAL-V02-00483,87085019,870850,8708,87,True,False,False,False,False,False,False,False
DA-EVAL-V02-00484,87089999,870899,8708,87,True,False,False,False,True,False,False,False
DA-EVAL-V02-00485,87082930,870829,8708,87,True,False,False,False,False,False,False,False
DA-EVAL-V02-00486,87089999,870899,8708,87,True,False,False,False,True,False,False,False
DA-EVAL-V02-00487,87085019,870850,8708,87,True,False,False,False,False,False,False,False
DA-EVAL-V02-00488,87089999,870899,8708,87,True,False,False,False,True,False,False,False
DA-EVAL-V02-00489,87089391,870893,8708,87,True,False,False,False,False,False,False,False
DA-EVAL-V02-00490,87085019,870850,8708,87,True,False,False,False,False,False,False,False
DA-EVAL-V02-00491,87082990,870829,8708,87,True,False,False,False,False,False,False,False
DA-EVAL-V02-00492,87089999,870899,8708,87,True,False,False,False,True,False,False,False
DA-EVAL-V02-00493,87089999,870899,8708,87,True,False,False,False,True,False,False,False
DA-EVAL-V02-00494,87082990,870829,8708,87,True,False,False,False,False,False,False,False
