case_id,candidate_position_before,candidate_code,candidate_source,candidate_score,candidate_source_rank,evidence_provenance
DA-EVAL-V02-00001,25,87089929,historical,7.160823957989439,historical:25,historical_bm25_and_or_approved_phase_e_normative_pool
DA-EVAL-V02-00001,26,87089400,historical,6.932471346730683,historical:26,historical_bm25_and_or_approved_phase_e_normative_pool
DA-EVAL-V02-00001,27,87082930,historical,6.637772257198639,historical:27,historical_bm25_and_or_approved_phase_e_normative_pool
DA-EVAL-V02-00001,28,87089200,historical,6.478107351988913,historical:28,historical_bm25_and_or_approved_phase_e_normative_pool
DA-EVAL-V02-00001,29,87082920,historical,5.544530754156269,historical:29,historical_bm25_and_or_approved_phase_e_normative_pool
DA-EVAL-V02-00001,30,87082910,historical,5.325262968728888,historical:30,historical_bm25_and_or_approved_phase_e_normative_pool
DA-EVAL-V02-00001,31,87083010,historical,4.934941834199437,historical:31,historical_bm25_and_or_approved_phase_e_normative_pool
DA-EVAL-V02-00001,32,87168090,historical,4.597931292361118,historical:32,historical_bm25_and_or_approved_phase_e_normative_pool
DA-EVAL-V02-00001,33,87149290,historical,4.522301499437615,historical:33,historical_bm25_and_or_approved_phase_e_normative_pool
DA-EVAL-V02-00001,34,87089950,historical,4.468173979570698,historical:34,historical_bm25_and_or_approved_phase_e_normative_pool
DA-EVAL-V02-00001,35,87089399,historical,4.2779737332888965,historical:35,historical_bm25_and_or_approved_phase_e_normative_pool
DA-EVAL-V02-00001,36,87087020,historical,4.153949399450594,historical:36,historical_bm25_and_or_approved_phase_e_normative_pool
DA-EVAL-V02-00001,37,87099000,historical,4.02370552154499,historical:37,historical_bm25_and_or_approved_phase_e_normative_pool
DA-EVAL-V02-00001,38,87088020,historical,3.8248968391518656,historical:38,historical_bm25_and_or_approved_phase_e_normative_pool
DA-EVAL-V02-00001,39,87011000,historical,2.727508378303118,historical:39,historical_bm25_and_or_approved_phase_e_normative_pool
DA-EVAL-V02-00001,40,87088090,historical,2.616516750941825,historical:40,historical_bm25_and_or_approved_phase_e_normative_pool
DA-EVAL-V02-00001,41,87088010,historical,2.490641417221021,historical:41,historical_bm25_and_or_approved_phase_e_normative_pool
DA-EVAL-V02-00001,42,87089921,historical,2.490641417221021,historical:42,historical_bm25_and_or_approved_phase_e_normative_pool
DA-EVAL-V02-00001,43,48051900,normative_pool_phase_e,,normative_pool_phase_e:1,historical_bm25_and_or_approved_phase_e_normative_pool
DA-EVAL-V02-00001,44,29314600,normative_pool_phase_e,,normative_pool_phase_e:2,historical_bm25_and_or_approved_phase_e_normative_pool
DA-EVAL-V02-00001,45,85122010,normative_pool_phase_e,,normative_pool_phase_e:3,historical_bm25_and_or_approved_phase_e_normative_pool
DA-EVAL-V02-00001,46,39173210,normative_pool_phase_e,,normative_pool_phase_e:4,historical_bm25_and_or_approved_phase_e_normative_pool
DA-EVAL-V02-00001,47,48059130,normative_pool_phase_e,,normative_pool_phase_e:5,historical_bm25_and_or_approved_phase_e_normative_pool
DA-EVAL-V02-00001,48,48059320,normative_pool_phase_e,,normative_pool_phase_e:6,historical_bm25_and_or_approved_phase_e_normative_pool
DA-EVAL-V02-00001,49,48059220,normative_pool_phase_e,,normative_pool_phase_e:7,historical_bm25_and_or_approved_phase_e_normative_pool
DA-EVAL-V02-00001,50,85232922,normative_pool_phase_e,,normative_pool_phase_e:8,historical_bm25_and_or_approved_phase_e_normative_pool
DA-EVAL-V02-00001,51,85232932,normative_pool_phase_e,,normative_pool_phase_e:9,historical_bm25_and_or_approved_phase_e_normative_pool
DA-EVAL-V02-00001,52,15109000,normative_pool_phase_e,,normative_pool_phase_e:10,historical_bm25_and_or_approved_phase_e_normative_pool
DA-EVAL-V02-00001,53,29189100,normative_pool_phase_e,,normative_pool_phase_e:11,historical_bm25_and_or_approved_phase_e_normative_pool
DA-EVAL-V02-00001,54,38248500,normative_pool_phase_e,,normative_pool_phase_e:12,historical_bm25_and_or_approved_phase_e_normative_pool
DA-EVAL-V02-00001,55,29089200,normative_pool_phase_e,,normative_pool_phase_e:13,historical_bm25_and_or_approved_phase_e_normative_pool
DA-EVAL-V02-00001,56,29214220,normative_pool_phase_e,,normative_pool_phase_e:14,historical_bm25_and_or_approved_phase_e_normative_pool
DA-EVAL-V02-00001,57,29263020,normative_pool_phase_e,,normative_pool_phase_e:15,historical_bm25_and_or_approved_phase_e_normative_pool
DA-EVAL-V02-00001,58,29334910,normative_pool_phase_e,,normative_pool_phase_e:16,historical_bm25_and_or_approved_phase_e_normative_pool
DA-EVAL-V02-00001,59,29189950,normative_pool_phase_e,,normative_pool_phase_e:17,historical_bm25_and_or_approved_phase_e_normative_pool
DA-EVAL-V02-00001,60,72085210,normative_pool_phase_e,,normative_pool_phase_e:18,historical_bm25_and_or_approved_phase_e_normative_pool
DA-EVAL-V02-00001,61,84213100,normative_pool_phase_e,,normative_pool_phase_e:19,historical_bm25_and_or_approved_phase_e_normative_pool
DA-EVAL-V02-00001,62,29034800,normative_pool_phase_e,,normative_pool_phase_e:20,historical_bm25_and_or_approved_phase_e_normative_pool
DA-EVAL-V02-00001,63,29314800,normative_pool_phase_e,,normative_pool_phase_e:21,historical_bm25_and_or_approved_phase_e_normative_pool
DA-EVAL-V02-00001,64,29072300,normative_pool_phase_e,,normative_pool_phase_e:22,historical_bm25_and_or_approved_phase_e_normative_pool
DA-EVAL-V02-00001,65,29189911,normative_pool_phase_e,,normative_pool_phase_e:23,historical_bm25_and_or_approved_phase_e_normative_pool
DA-EVAL-V02-00001,66,29189920,normative_pool_phase_e,,normative_pool_phase_e:24,historical_bm25_and_or_approved_phase_e_normative_pool
DA-EVAL-V02-00001,67,29189992,normative_pool_phase_e,,normative_pool_phase_e:25,historical_bm25_and_or_approved_phase_e_normative_pool
DA-EVAL-V02-00001,68,87043110,normative_pool_phase_e,,normative_pool_phase_e:27,historical_bm25_and_or_approved_phase_e_normative_pool
DA-EVAL-V02-00001,69,29144010,normative_pool_phase_e,,normative_pool_phase_e:28,historical_bm25_and_or_approved_phase_e_normative_pool
DA-EVAL-V02-00001,70,29331130,normative_pool_phase_e,,normative_pool_phase_e:29,historical_bm25_and_or_approved_phase_e_normative_pool
DA-EVAL-V02-00001,71,87044110,normative_pool_phase_e,,normative_pool_phase_e:30,historical_bm25_and_or_approved_phase_e_normative_pool
DA-EVAL-V02-00001,72,87045110,normative_pool_phase_e,,normative_pool_phase_e:31,historical_bm25_and_or_approved_phase_e_normative_pool
DA-EVAL-V02-00001,73,72022100,normative_pool_phase_e,,normative_pool_phase_e:32,historical_bm25_and_or_approved_phase_e_normative_pool
DA-EVAL-V02-00001,74,29263010,normative_pool_phase_e,,normative_pool_phase_e:33,historical_bm25_and_or_approved_phase_e_normative_pool
DA-EVAL-V02-00001,75,29225030,normative_pool_phase_e,,normative_pool_phase_e:34,historical_bm25_and_or_approved_phase_e_normative_pool
DA-EVAL-V02-00001,76,87042210,normative_pool_phase_e,,normative_pool_phase_e:35,historical_bm25_and_or_approved_phase_e_normative_pool
DA-EVAL-V02-00001,77,72024100,normative_pool_phase_e,,normative_pool_phase_e:36,historical_bm25_and_or_approved_phase_e_normative_pool
DA-EVAL-V02-00001,78,29141300,normative_pool_phase_e,,normative_pool_phase_e:37,historical_bm25_and_or_approved_phase_e_normative_pool
DA-EVAL-V02-00001,79,72083810,normative_pool_phase_e,,normative_pool_phase_e:38,historical_bm25_and_or_approved_phase_e_normative_pool
DA-EVAL-V02-00001,80,85022090,normative_pool_phase_e,,normative_pool_phase_e:39,historical_bm25_and_or_approved_phase_e_normative_pool
DA-EVAL-V02-00001,81,72083710,normative_pool_phase_e,,normative_pool_phase_e:40,historical_bm25_and_or_approved_phase_e_normative_pool
DA-EVAL-V02-00001,82,84072100,normative_pool_phase_e,,normative_pool_phase_e:41,historical_bm25_and_or_approved_phase_e_normative_pool
DA-EVAL-V02-00001,83,84072900,normative_pool_phase_e,,normative_pool_phase_e:42,historical_bm25_and_or_approved_phase_e_normative_pool
DA-EVAL-V02-00001,84,69021000,normative_pool_phase_e,,normative_pool_phase_e:43,historical_bm25_and_or_approved_phase_e_normative_pool
DA-EVAL-V02-00001,85,85022010,normative_pool_phase_e,,normative_pool_phase_e:44,historical_bm25_and_or_approved_phase_e_normative_pool
DA-EVAL-V02-00001,86,29189912,normative_pool_phase_e,,normative_pool_phase_e:45,historical_bm25_and_or_approved_phase_e_normative_pool
DA-EVAL-V02-00001,87,29189999,normative_pool_phase_e,,normative_pool_phase_e:46,historical_bm25_and_or_approved_phase_e_normative_pool
DA-EVAL-V02-00001,88,29315300,normative_pool_phase_e,,normative_pool_phase_e:47,historical_bm25_and_or_approved_phase_e_normative_pool
DA-EVAL-V02-00001,89,72193100,normative_pool_phase_e,,normative_pool_phase_e:48,historical_bm25_and_or_approved_phase_e_normative_pool
DA-EVAL-V02-00001,90,52081300,normative_pool_phase_e,,normative_pool_phase_e:49,historical_bm25_and_or_approved_phase_e_normative_pool
DA-EVAL-V02-00001,91,52082300,normative_pool_phase_e,,normative_pool_phase_e:50,historical_bm25_and_or_approved_phase_e_normative_pool
DA-EVAL-V02-00001,92,52083300,normative_pool_phase_e,,normative_pool_phase_e:51,historical_bm25_and_or_approved_phase_e_normative_pool
DA-EVAL-V02-00001,93,52084300,normative_pool_phase_e,,normative_pool_phase_e:52,historical_bm25_and_or_approved_phase_e_normative_pool
DA-EVAL-V02-00001,94,52091200,normative_pool_phase_e,,normative_pool_phase_e:53,historical_bm25_and_or_approved_phase_e_normative_pool
DA-EVAL-V02-00001,95,52092200,normative_pool_phase_e,,normative_pool_phase_e:54,historical_bm25_and_or_approved_phase_e_normative_pool
DA-EVAL-V02-00001,96,52093200,normative_pool_phase_e,,normative_pool_phase_e:55,historical_bm25_and_or_approved_phase_e_normative_pool
DA-EVAL-V02-00001,97,52095200,normative_pool_phase_e,,normative_pool_phase_e:56,historical_bm25_and_or_approved_phase_e_normative_pool
DA-EVAL-V02-00001,98,72082520,normative_pool_phase_e,,normative_pool_phase_e:57,historical_bm25_and_or_approved_phase_e_normative_pool
DA-EVAL-V02-00001,99,84071000,normative_pool_phase_e,,normative_pool_phase_e:58,historical_bm25_and_or_approved_phase_e_normative_pool
DA-EVAL-V02-00001,100,84079000,normative_pool_phase_e,,normative_pool_phase_e:59,historical_bm25_and_or_approved_phase_e_normative_pool
DA-EVAL-V02-00002,1,87032290,historical,74.34277876764061,historical:1,historical_bm25_and_or_approved_phase_e_normative_pool
DA-EVAL-V02-00002,2,87034090,historical,55.89443790192783,historical:2,historical_bm25_and_or_approved_phase_e_normative_pool
DA-EVAL-V02-00002,3,87038090,historical,49.553631505737236,historical:3,historical_bm25_and_or_approved_phase_e_normative_pool
DA-EVAL-V02-00002,4,87032390,historical,47.684811684750436,historical:4,historical_bm25_and_or_approved_phase_e_normative_pool
DA-EVAL-V02-00002,5,87031000,historical,45.15810307833451,historical:5,historical_bm25_and_or_approved_phase_e_normative_pool
DA-EVAL-V02-00002,6,87046090,historical,44.862363036916285,historical:6,historical_bm25_and_or_approved_phase_e_normative_pool
DA-EVAL-V02-00002,7,87032100,historical,44.64019795095475,historical:7,historical_bm25_and_or_approved_phase_e_normative_pool
DA-EVAL-V02-00002,8,87032410,historical,44.27601131746131,historical:8,historical_bm25_and_or_approved_phase_e_normative_pool
DA-EVAL-V02-00002,9,87032310,historical,40.95871183932145,historical:9,historical_bm25_and_or_approved_phase_e_normative_pool
DA-EVAL-V02-00002,10,87116000,historical,40.69528997788253,historical:10,historical_bm25_and_or_approved_phase_e_normative_pool
DA-EVAL-V02-00002,11,87024090,historical,34.669540806186816,historical:11,historical_bm25_and_or_approved_phase_e_normative_pool
DA-EVAL-V02-00002,12,87046010,historical,33.74814697505606,historical:12,historical_bm25_and_or_approved_phase_e_normative_pool
DA-EVAL-V02-00002,13,87042220,historical|normative_pool_phase_e,32.94453782304911,historical:13|normative_pool_phase_e:75,historical_bm25_and_or_approved_phase_e_normative_pool
DA-EVAL-V02-00002,14,87042110,historical,29.506363216441418,historical:14,historical_bm25_and_or_approved_phase_e_normative_pool
DA-EVAL-V02-00002,15,87087010,historical,15.956028096092382,historical:15,historical_bm25_and_or_approved_phase_e_normative_pool
DA-EVAL-V02-00002,16,87082910,historical,13.493086766639394,historical:16,historical_bm25_and_or_approved_phase_e_normative_pool
DA-EVAL-V02-00002,17,87089999,historical,13.028080769353007,historical:17,historical_bm25_and_or_approved_phase_e_normative_pool
DA-EVAL-V02-00002,18,87149400,historical,12.803644549188446,historical:18,historical_bm25_and_or_approved_phase_e_normative_pool
DA-EVAL-V02-00002,19,87083029,historical,12.002740298493961,historical:19,historical_bm25_and_or_approved_phase_e_normative_pool
DA-EVAL-V02-00002,20,87081000,historical,12.002740298493961,historical:20,historical_bm25_and_or_approved_phase_e_normative_pool
DA-EVAL-V02-00002,21,87084090,historical,11.731632467233192,historical:21,historical_bm25_and_or_approved_phase_e_normative_pool
DA-EVAL-V02-00002,22,87082920,historical,11.499778961620287,historical:22,historical_bm25_and_or_approved_phase_e_normative_pool
DA-EVAL-V02-00002,23,87149900,historical,11.004279191532465,historical:23,historical_bm25_and_or_approved_phase_e_normative_pool
DA-EVAL-V02-00002,24,87082940,historical,11.004279191532465,historical:24,historical_bm25_and_or_approved_phase_e_normative_pool
DA-EVAL-V02-00002,25,87087020,historical,11.004279191532465,historical:25,historical_bm25_and_or_approved_phase_e_normative_pool
DA-EVAL-V02-00002,26,87089400,historical,11.004279191532465,historical:26,historical_bm25_and_or_approved_phase_e_normative_pool
DA-EVAL-V02-00002,27,87085021,historical,10.40251091654822,historical:27,historical_bm25_and_or_approved_phase_e_normative_pool
DA-EVAL-V02-00002,28,87089939,historical,10.376589729980694,historical:28,historical_bm25_and_or_approved_phase_e_normative_pool
DA-EVAL-V02-00002,29,87141090,historical,9.679238486493327,historical:29,historical_bm25_and_or_approved_phase_e_normative_pool
DA-EVAL-V02-00002,30,87089929,historical,9.457451210999862,historical:30,historical_bm25_and_or_approved_phase_e_normative_pool
DA-EVAL-V02-00002,31,87088020,historical,8.806918173985776,historical:31,historical_bm25_and_or_approved_phase_e_normative_pool
DA-EVAL-V02-00002,32,87083010,historical,8.506070158740084,historical:32,historical_bm25_and_or_approved_phase_e_normative_pool
DA-EVAL-V02-00002,33,87089200,historical,8.40308795967373,historical:33,historical_bm25_and_or_approved_phase_e_normative_pool
DA-EVAL-V02-00002,34,87085011,historical,7.795310174018819,historical:34,historical_bm25_and_or_approved_phase_e_normative_pool
DA-EVAL-V02-00002,35,87082990,historical,7.720963536155176,historical:35,historical_bm25_and_or_approved_phase_e_normative_pool
DA-EVAL-V02-00002,36,87168090,historical,7.426617980480255,historical:36,historical_bm25_and_or_approved_phase_e_normative_pool
DA-EVAL-V02-00002,37,87082930,historical,7.141093537208884,historical:37,historical_bm25_and_or_approved_phase_e_normative_pool
DA-EVAL-V02-00002,38,87082100,historical,7.083995208253484,historical:38,historical_bm25_and_or_approved_phase_e_normative_pool
DA-EVAL-V02-00002,39,87089921,historical,6.938832968571545,historical:39,historical_bm25_and_or_approved_phase_e_normative_pool
DA-EVAL-V02-00002,40,87099000,historical,6.615124324758016,historical:40,historical_bm25_and_or_approved_phase_e_normative_pool
DA-EVAL-V02-00002,41,87089950,historical,6.575358221749234,historical:41,historical_bm25_and_or_approved_phase_e_normative_pool
DA-EVAL-V02-00002,42,87149290,historical,6.336320504687695,historical:42,historical_bm25_and_or_approved_phase_e_normative_pool
DA-EVAL-V02-00002,43,87088090,historical,6.015428741519063,historical:43,historical_bm25_and_or_approved_phase_e_normative_pool
DA-EVAL-V02-00002,44,87089391,historical,5.585786683571518,historical:44,historical_bm25_and_or_approved_phase_e_normative_pool
DA-EVAL-V02-00002,45,87089399,historical,5.203464453861634,historical:45,historical_bm25_and_or_approved_phase_e_normative_pool
DA-EVAL-V02-00002,46,87011000,historical,4.1275968765860345,historical:46,historical_bm25_and_or_approved_phase_e_normative_pool
DA-EVAL-V02-00002,47,87088010,historical,2.981855812368544,historical:47,historical_bm25_and_or_approved_phase_e_normative_pool
DA-EVAL-V02-00002,48,87083022,historical,2.6339548758416367,historical:48,historical_bm25_and_or_approved_phase_e_normative_pool
DA-EVAL-V02-00002,49,87085019,historical,2.6108802821448633,historical:49,historical_bm25_and_or_approved_phase_e_normative_pool
DA-EVAL-V02-00002,50,87084010,historical,2.5807132229664806,historical:50,historical_bm25_and_or_approved_phase_e_normative_pool
DA-EVAL-V02-00002,51,87142000,historical,2.388662478304377,historical:51,historical_bm25_and_or_approved_phase_e_normative_pool
DA-EVAL-V02-00002,52,87089932,historical,2.388662478304377,historical:52,historical_bm25_and_or_approved_phase_e_normative_pool
DA-EVAL-V02-00002,53,87089919,historical,2.3571752678669693,historical:53,historical_bm25_and_or_approved_phase_e_normative_pool
DA-EVAL-V02-00002,54,87089933,historical,2.296627253010423,historical:54,historical_bm25_and_or_approved_phase_e_normative_pool
DA-EVAL-V02-00002,55,87083021,historical,2.132311241602229,historical:55,historical_bm25_and_or_approved_phase_e_normative_pool
DA-EVAL-V02-00002,56,87089100,historical,2.132311241602229,historical:56,historical_bm25_and_or_approved_phase_e_normative_pool
DA-EVAL-V02-00002,57,87083025,historical,2.074694659304012,historical:57,historical_bm25_and_or_approved_phase_e_normative_pool
DA-EVAL-V02-00002,58,87169000,historical,1.9962798083796658,historical:58,historical_bm25_and_or_approved_phase_e_normative_pool
DA-EVAL-V02-00002,59,87079090,historical,1.946613025418619,historical:59,historical_bm25_and_or_approved_phase_e_normative_pool
DA-EVAL-V02-00002,60,87149300,historical,1.9007902998284842,historical:60,historical_bm25_and_or_approved_phase_e_normative_pool
DA-EVAL-V02-00002,61,87083024,historical,1.3079231343612272,historical:61,historical_bm25_and_or_approved_phase_e_normative_pool
DA-EVAL-V02-00002,62,87089931,historical,0.5583694613882106,historical:62,historical_bm25_and_or_approved_phase_e_normative_pool
DA-EVAL-V02-00002,63,87089911,historical,0.5435085957021394,historical:63,historical_bm25_and_or_approved_phase_e_normative_pool
DA-EVAL-V02-00002,64,87083023,historical,0.5294182591332788,historical:64,historical_bm25_and_or_approved_phase_e_normative_pool
DA-EVAL-V02-00002,65,29314600,normative_pool_phase_e,,normative_pool_phase_e:1,historical_bm25_and_or_approved_phase_e_normative_pool
DA-EVAL-V02-00002,66,29034800,normative_pool_phase_e,,normative_pool_phase_e:2,historical_bm25_and_or_approved_phase_e_normative_pool
DA-EVAL-V02-00002,67,29314800,normative_pool_phase_e,,normative_pool_phase_e:3,historical_bm25_and_or_approved_phase_e_normative_pool
DA-EVAL-V02-00002,68,29331130,normative_pool_phase_e,,normative_pool_phase_e:4,historical_bm25_and_or_approved_phase_e_normative_pool
DA-EVAL-V02-00002,69,29189100,normative_pool_phase_e,,normative_pool_phase_e:5,historical_bm25_and_or_approved_phase_e_normative_pool
DA-EVAL-V02-00002,70,38248500,normative_pool_phase_e,,normative_pool_phase_e:6,historical_bm25_and_or_approved_phase_e_normative_pool
DA-EVAL-V02-00002,71,29189950,normative_pool_phase_e,,normative_pool_phase_e:7,historical_bm25_and_or_approved_phase_e_normative_pool
DA-EVAL-V02-00002,72,38123100,normative_pool_phase_e,,normative_pool_phase_e:8,historical_bm25_and_or_approved_phase_e_normative_pool
DA-EVAL-V02-00002,73,29225030,normative_pool_phase_e,,normative_pool_phase_e:9,historical_bm25_and_or_approved_phase_e_normative_pool
DA-EVAL-V02-00002,74,29314700,normative_pool_phase_e,,normative_pool_phase_e:10,historical_bm25_and_or_approved_phase_e_normative_pool
DA-EVAL-V02-00002,75,29263020,normative_pool_phase_e,,normative_pool_phase_e:11,historical_bm25_and_or_approved_phase_e_normative_pool
DA-EVAL-V02-00002,76,29334910,normative_pool_phase_e,,normative_pool_phase_e:12,historical_bm25_and_or_approved_phase_e_normative_pool
DA-EVAL-V02-00002,77,29034600,normative_pool_phase_e,,normative_pool_phase_e:13,historical_bm25_and_or_approved_phase_e_normative_pool
DA-EVAL-V02-00002,78,29189911,normative_pool_phase_e,,normative_pool_phase_e:14,historical_bm25_and_or_approved_phase_e_normative_pool
DA-EVAL-V02-00002,79,29189920,normative_pool_phase_e,,normative_pool_phase_e:15,historical_bm25_and_or_approved_phase_e_normative_pool
DA-EVAL-V02-00002,80,29189992,normative_pool_phase_e,,normative_pool_phase_e:16,historical_bm25_and_or_approved_phase_e_normative_pool
DA-EVAL-V02-00002,81,29034700,normative_pool_phase_e,,normative_pool_phase_e:17,historical_bm25_and_or_approved_phase_e_normative_pool
DA-EVAL-V02-00002,82,29144010,normative_pool_phase_e,,normative_pool_phase_e:18,historical_bm25_and_or_approved_phase_e_normative_pool
DA-EVAL-V02-00002,83,29329200,normative_pool_phase_e,,normative_pool_phase_e:19,historical_bm25_and_or_approved_phase_e_normative_pool
DA-EVAL-V02-00002,84,29309096,normative_pool_phase_e,,normative_pool_phase_e:20,historical_bm25_and_or_approved_phase_e_normative_pool
DA-EVAL-V02-00002,85,29141300,normative_pool_phase_e,,normative_pool_phase_e:21,historical_bm25_and_or_approved_phase_e_normative_pool
DA-EVAL-V02-00002,86,29035910,normative_pool_phase_e,,normative_pool_phase_e:22,historical_bm25_and_or_approved_phase_e_normative_pool
DA-EVAL-V02-00002,87,29189912,normative_pool_phase_e,,normative_pool_phase_e:23,historical_bm25_and_or_approved_phase_e_normative_pool
DA-EVAL-V02-00002,88,29189999,normative_pool_phase_e,,normative_pool_phase_e:24,historical_bm25_and_or_approved_phase_e_normative_pool
DA-EVAL-V02-00002,89,29054100,normative_pool_phase_e,,normative_pool_phase_e:25,historical_bm25_and_or_approved_phase_e_normative_pool
DA-EVAL-V02-00002,90,29189930,normative_pool_phase_e,,normative_pool_phase_e:26,historical_bm25_and_or_approved_phase_e_normative_pool
DA-EVAL-V02-00002,91,29189940,normative_pool_phase_e,,normative_pool_phase_e:27,historical_bm25_and_or_approved_phase_e_normative_pool
DA-EVAL-V02-00002,92,29189960,normative_pool_phase_e,,normative_pool_phase_e:28,historical_bm25_and_or_approved_phase_e_normative_pool
DA-EVAL-V02-00002,93,29189991,normative_pool_phase_e,,normative_pool_phase_e:29,historical_bm25_and_or_approved_phase_e_normative_pool
DA-EVAL-V02-00002,94,29035100,normative_pool_phase_e,,normative_pool_phase_e:30,historical_bm25_and_or_approved_phase_e_normative_pool
DA-EVAL-V02-00002,95,29214220,normative_pool_phase_e,,normative_pool_phase_e:31,historical_bm25_and_or_approved_phase_e_normative_pool
DA-EVAL-V02-00002,96,29103000,normative_pool_phase_e,,normative_pool_phase_e:32,historical_bm25_and_or_approved_phase_e_normative_pool
DA-EVAL-V02-00002,97,29263010,normative_pool_phase_e,,normative_pool_phase_e:33,historical_bm25_and_or_approved_phase_e_normative_pool
DA-EVAL-V02-00002,98,29315300,normative_pool_phase_e,,normative_pool_phase_e:34,historical_bm25_and_or_approved_phase_e_normative_pool
DA-EVAL-V02-00002,99,29034500,normative_pool_phase_e,,normative_pool_phase_e:35,historical_bm25_and_or_approved_phase_e_normative_pool
DA-EVAL-V02-00002,100,29153910,normative_pool_phase_e,,normative_pool_phase_e:36,historical_bm25_and_or_approved_phase_e_normative_pool
DA-EVAL-V02-00003,1,87032290,historical,72.47424441403771,historical:1,historical_bm25_and_or_approved_phase_e_normative_pool
DA-EVAL-V02-00003,2,87034090,historical,56.30669245460679,historical:2,historical_bm25_and_or_approved_phase_e_normative_pool
DA-EVAL-V02-00003,3,87032390,historical,47.684811684750436,historical:3,historical_bm25_and_or_approved_phase_e_normative_pool
DA-EVAL-V02-00003,4,87046090,historical,47.64996890656308,historical:4,historical_bm25_and_or_approved_phase_e_normative_pool
DA-EVAL-V02-00003,5,87038090,historical,46.744979449764,historical:5,historical_bm25_and_or_approved_phase_e_normative_pool
DA-EVAL-V02-00003,6,87032410,historical,46.503820278854924,historical:6,historical_bm25_and_or_approved_phase_e_normative_pool
DA-EVAL-V02-00003,7,87032100,historical,46.49477915149059,historical:7,historical_bm25_and_or_approved_phase_e_normative_pool
DA-EVAL-V02-00003,8,87031000,historical,43.784103308079814,historical:8,historical_bm25_and_or_approved_phase_e_normative_pool
DA-EVAL-V02-00003,9,87032310,historical,40.24886925005778,historical:9,historical_bm25_and_or_approved_phase_e_normative_pool
DA-EVAL-V02-00003,10,87024090,historical,33.37310403598753,historical:10,historical_bm25_and_or_approved_phase_e_normative_pool
DA-EVAL-V02-00003,11,87116000,historical,33.21793714602223,historical:11,historical_bm25_and_or_approved_phase_e_normative_pool
DA-EVAL-V02-00003,12,87042220,historical,32.18428700013954,historical:12,historical_bm25_and_or_approved_phase_e_normative_pool
