artifact,phase,legacy_sha256,canonical_git_lf_sha256,legacy_representation,canonical_representation,scientific_content_changed,git_tracked,eol_attribute,index_eol,worktree_eol,evidence
outputs/evaluation/exp08_split_sensitivity_v01_vs_v02/exp08_he5_component_assessment_v0.2.csv,EXP-08,ef60c824d2cc5520d8c94bf78352aafa0b5f2837e130be31be5155cef48c6831,f16a980d058fa9ba0a9eeec06186957c1b11fa4026d1b48c797444d1caac58a8,WORKTREE_CRLF_BYTES,CANONICAL_GIT_LF_CONTENT_BYTES,false,true,attr/text eol=lf,lf,crlf,legacy SHA equals in-memory CRLF reconstruction of the canonical Git LF blob
outputs/evaluation/exp08_split_sensitivity_v01_vs_v02/exp08_integrated_findings_v0.2.md,EXP-08,dbd78cd6095280f7110f36599a912f45b950f3a4223c9f77b2ecf26d252e7a33,2a97fd8fa0517f53cd96e17566f3c41a80a5d1b2645340156384c618eb09cc3f,WORKTREE_CRLF_BYTES,CANONICAL_GIT_LF_CONTENT_BYTES,false,true,attr/text eol=lf,lf,crlf,legacy SHA equals in-memory CRLF reconstruction of the canonical Git LF blob
outputs/evaluation/exp08_split_sensitivity_v01_vs_v02/exp08_split_independence_comparison_v01_vs_v02.csv,EXP-08,58bbe5beb141a296a37cd17d6f70496f6d5f87ccc2a14039a3e9ac1975142934,bdeddc55e39326450acd49b964dec0b97d07ac88aaa1692be07a72036f71dcd2,WORKTREE_CRLF_BYTES,CANONICAL_GIT_LF_CONTENT_BYTES,false,true,attr/text eol=lf,lf,crlf,legacy SHA equals in-memory CRLF reconstruction of the canonical Git LF blob
outputs/evaluation/exp08_split_sensitivity_v01_vs_v02/exp08_stratified_performance_v01_vs_v02.csv,EXP-08,48f0f7cc1e2b105d12f6a2c6de670b7ba18f61af04e319fceaa67e22b70c42d7,f2f02c591fcadb39988e0321d4198f827e001b4312e2b30c6ea54dc4429e68f1,WORKTREE_CRLF_BYTES,CANONICAL_GIT_LF_CONTENT_BYTES,false,true,attr/text eol=lf,lf,crlf,legacy SHA equals in-memory CRLF reconstruction of the canonical Git LF blob
outputs/evaluation/exp08_split_sensitivity_v01_vs_v02/gate_exp08_corrective_microclose_manifest_v0.2.json,EXP-04 / GROUP 1 | EXP-05 | EXP-07,8ffeb632e5ef58ebf7523b38fc0815aa124509f5982641a76cc9cf8b570ee2c7,99a4ea28ba820e648fed7d64768bf3a50ef7bccd8405ca045de864218001c986,WORKTREE_CRLF_BYTES,CANONICAL_GIT_LF_CONTENT_BYTES,false,true,attr/text eol=lf,lf,lf,legacy SHA equals in-memory CRLF reconstruction of the canonical Git LF blob
outputs/evaluation/exp08_split_sensitivity_v01_vs_v02/summary_exp08.md,EXP-08,a50c0ed66a0dc35b8b47935b843c7c8dae1ee918d3ac0dca8b14e4023d05a052,7d4d8abcac0e558aeb7c98361ce8922a655856d29247af5c3a62839738d61c39,WORKTREE_CRLF_BYTES,CANONICAL_GIT_LF_CONTENT_BYTES,false,true,attr/text eol=lf,lf,crlf,legacy SHA equals in-memory CRLF reconstruction of the canonical Git LF blob
outputs/evaluation/he4_top3_explainer_data_aduanas_clase87_v0.2/he4_automatic_validation_by_bucket_v0.2.csv,EXP-04 HE4,74347b6016b8dc79201bed1fe2ee3c6474c1eb14071e92f0655759e9e8153325,36bfff8d5c8423b6cf1889aa7bbe6260039b1a7c49890875073e933fd4908c70,WORKTREE_CRLF_BYTES,CANONICAL_GIT_LF_CONTENT_BYTES,false,true,attr/text eol=lf,lf,crlf,legacy SHA equals in-memory CRLF reconstruction of the canonical Git LF blob
outputs/evaluation/he4_top3_explainer_data_aduanas_clase87_v0.2/he4_automatic_validation_case_results_v0.2.csv,EXP-04 HE4 | EXP-04 HE5 | EXP-05 | EXP-07,c177033bb21f80579da18f375c8443192c2df7ad72a9f3ffadc45937867c482c,04d9ba0d6b68a48228d6922f4dbfd338e738b46a2495f0d2f1c8e65f434304e7,WORKTREE_CRLF_BYTES,CANONICAL_GIT_LF_CONTENT_BYTES,false,true,attr/text eol=lf,lf,crlf,legacy SHA equals in-memory CRLF reconstruction of the canonical Git LF blob
outputs/evaluation/he4_top3_explainer_data_aduanas_clase87_v0.2/he4_automatic_validation_errors_v0.2.csv,EXP-04 HE4,2e82c5562bf1780ec45f64484dd585d6b49a837bc50d7ec0117437d896f49fba,af4ad133cda5905972c5bc755c08bcdb3d19c9e43514be79c9bc969231daacd5,WORKTREE_CRLF_BYTES,CANONICAL_GIT_LF_CONTENT_BYTES,false,true,attr/text eol=lf,lf,crlf,legacy SHA equals in-memory CRLF reconstruction of the canonical Git LF blob
outputs/evaluation/he4_top3_explainer_data_aduanas_clase87_v0.2/he4_automatic_validation_slot_results_v0.2.csv,EXP-04 HE4,074686da4e2dc096adf3039b7ab34cb6638742b4f161864b1f93aa24be8068ed,20c13e18fc002b72e8b7e053c57d541f25e4bb114f0fe9950ffff43b6c6c7532,WORKTREE_CRLF_BYTES,CANONICAL_GIT_LF_CONTENT_BYTES,false,true,attr/text eol=lf,lf,crlf,legacy SHA equals in-memory CRLF reconstruction of the canonical Git LF blob
outputs/evaluation/he4_top3_explainer_data_aduanas_clase87_v0.2/he4_qualitative_by_bucket_v0.2.csv,EXP-04 HE4,3547a553d8299ed8d936d5703d56dc6cf44e18412e03af88560941434b6b0c24,019d712e1c59b25036aaa713a430a77aea6089c8988f42f9fabcfc341a382d47,WORKTREE_CRLF_BYTES,CANONICAL_GIT_LF_CONTENT_BYTES,false,true,attr/text eol=lf,lf,crlf,legacy SHA equals in-memory CRLF reconstruction of the canonical Git LF blob
outputs/evaluation/he4_top3_explainer_data_aduanas_clase87_v0.2/he4_qualitative_case_scores_v0.2.csv,EXP-04 HE4 | EXP-04 HE5 | EXP-05 | EXP-07,ad8e1818a0032f07f02db43da7a5e732cfcf534dbad312cda7a551226f6d001a,a18a112600dea0b43a0f361eaa29cc45566d793117ba2b75e9a2d9f638c47fd7,WORKTREE_CRLF_BYTES,CANONICAL_GIT_LF_CONTENT_BYTES,false,true,attr/text eol=lf,lf,crlf,legacy SHA equals in-memory CRLF reconstruction of the canonical Git LF blob
outputs/evaluation/he4_top3_explainer_data_aduanas_clase87_v0.2/he4_qualitative_dimension_metrics_v0.2.csv,EXP-04 HE4,54a2346e3e2ae3eb5e9e59dbe5d72effd109daa64a361ff48edcda8d6a36f325,3be5131c2319f8adb043f57ac833e2c2020b326b8111dd5b1e1af6b9d4ea09ab,WORKTREE_CRLF_BYTES,CANONICAL_GIT_LF_CONTENT_BYTES,false,true,attr/text eol=lf,lf,crlf,legacy SHA equals in-memory CRLF reconstruction of the canonical Git LF blob
outputs/evaluation/he4_top3_explainer_data_aduanas_clase87_v0.2/he4_qualitative_hard_violations_v0.2.csv,EXP-04 HE4,5a38226008364846c3fb6d6f23908c5636dd4e09a3a2bd7b63fc9cc0f7934167,0f777debfb610eb519fc067c86cc6bc0478e19e663d3faae78a42fb22f4747c6,WORKTREE_CRLF_BYTES,CANONICAL_GIT_LF_CONTENT_BYTES,false,true,attr/text eol=lf,lf,crlf,legacy SHA equals in-memory CRLF reconstruction of the canonical Git LF blob
outputs/evaluation/he4_top3_explainer_data_aduanas_clase87_v0.2/he4_qualitative_scoring_template_v0.2.csv,EXP-04 HE4,5779d6e5f59c8f947a4efa0903da79ff0ec62c8047b79a2eb94ade0518c980c4,63e78d70ee10353cf5740e573d06344d238950635c79bb8f78922dc2b2fa0e06,WORKTREE_CRLF_BYTES,CANONICAL_GIT_LF_CONTENT_BYTES,false,true,attr/text eol=lf,lf,crlf,legacy SHA equals in-memory CRLF reconstruction of the canonical Git LF blob
outputs/evaluation/he4_top3_explainer_data_aduanas_clase87_v0.2/he4_qualitative_warning_comparison_v0.2.csv,EXP-04 HE4,3b5e3f01dc25affe70a56cdb80a13d66f98d3906dd4eea44ecca95c9639263ce,8b6b799a1223f3b884a7c4a80714691cbe7f802b7e7a7265e830fe423f88d898,WORKTREE_CRLF_BYTES,CANONICAL_GIT_LF_CONTENT_BYTES,false,true,attr/text eol=lf,lf,crlf,legacy SHA equals in-memory CRLF reconstruction of the canonical Git LF blob
outputs/evaluation/he5_integrated_error_analysis_v0.2/gate_l_corrective_microclose_manifest_v0.2.json,EXP-04 / GROUP 1 | EXP-05 | EXP-07,8944de61d50dfeb3cb547bd4ee1c48bf15b471d9605e1c071803f5260b7bbd2c,b4063a122460dfce555ad51dfe70e2c90a4f9791c4959d1bdcfb2d58ab75a59b,WORKTREE_CRLF_BYTES,CANONICAL_GIT_LF_CONTENT_BYTES,false,true,attr/text eol=lf,lf,lf,legacy SHA equals in-memory CRLF reconstruction of the canonical Git LF blob
outputs/evaluation/he5_integrated_error_analysis_v0.2/he5_component_coverage_v0.2.csv,EXP-04 HE5,c3fcbca3fa7d37190fe17768784b38200c1a470298ce449085b560f66906e10e,390c2506a3aeb16dc2e8b0896c15ee48ab286d50d2e18e7d406115aa6008be00,WORKTREE_CRLF_BYTES,CANONICAL_GIT_LF_CONTENT_BYTES,false,true,attr/text eol=lf,lf,crlf,legacy SHA equals in-memory CRLF reconstruction of the canonical Git LF blob
outputs/evaluation/he5_integrated_error_analysis_v0.2/he5_duplicate_sensitivity_v0.2.csv,EXP-04 HE5,1eca1abdfd61adc0616e2eee613b458f1775941c872c15f3a56644fa09aa51a6,c86f245762689bcca4871a559098809eda81940bd83382059e52c30c7877ad47,WORKTREE_CRLF_BYTES,CANONICAL_GIT_LF_CONTENT_BYTES,false,true,attr/text eol=lf,lf,crlf,legacy SHA equals in-memory CRLF reconstruction of the canonical Git LF blob
outputs/evaluation/he5_integrated_error_analysis_v0.2/he5_error_events_v0.2.csv,EXP-04 HE5,56d53edb7c9880a05a1400280c76dc6b73bd5ef3363a7a3029fbda2ac867e62e,de1856f0ed80587712127654c6fcfc01ba57e6abad3d52c8497af2eed5a89ffe,WORKTREE_CRLF_BYTES,CANONICAL_GIT_LF_CONTENT_BYTES,false,true,attr/text eol=lf,lf,crlf,legacy SHA equals in-memory CRLF reconstruction of the canonical Git LF blob
outputs/evaluation/he5_integrated_error_analysis_v0.2/he5_error_taxonomy_v0.2.json,EXP-04 HE5,26f16072e99882a7d8292e40015ed7950d6542d121cdd80333397a48785981ac,e769fae58f9a7a1de8fc1207e8bf8132fd09d86ab02adfae4af0cf2800d6c714,WORKTREE_CRLF_BYTES,CANONICAL_GIT_LF_CONTENT_BYTES,false,true,attr/text eol=lf,lf,crlf,legacy SHA equals in-memory CRLF reconstruction of the canonical Git LF blob
outputs/evaluation/he5_integrated_error_analysis_v0.2/he5_historical_errors_by_support_v0.2.csv,EXP-04 HE5,6600d1117256685b48a5070e777737521be3ea98f610630f33cdc0341bafd201,68a5d4000bcbbc6ca72c14cd8b9abe7e2eb052865bb8b555b30042f972f4bdef,WORKTREE_CRLF_BYTES,CANONICAL_GIT_LF_CONTENT_BYTES,false,true,attr/text eol=lf,lf,crlf,legacy SHA equals in-memory CRLF reconstruction of the canonical Git LF blob
outputs/evaluation/he5_integrated_error_analysis_v0.2/he5_historical_hierarchy_errors_v0.2.csv,EXP-04 HE5,d02fab75bbccd1ddbf12c75c00d920bf04b64333c179fc258029b55e12561cc1,a81a914548b6b1eece60222561e4b4f559b4c350f0fcec192e018f5b76667938,WORKTREE_CRLF_BYTES,CANONICAL_GIT_LF_CONTENT_BYTES,false,true,attr/text eol=lf,lf,crlf,legacy SHA equals in-memory CRLF reconstruction of the canonical Git LF blob
outputs/evaluation/he5_integrated_error_analysis_v0.2/he5_historical_vs_normative_v0.2.csv,EXP-04 HE5,d070609c11967588a91a291cfbf547550ee5514a71638330ad4a1fb3f46af0d6,59f2c9aad42aa4c2e3b47bd39ba506c182222d5bd5c3d0104069ce5c6d04419f,WORKTREE_CRLF_BYTES,CANONICAL_GIT_LF_CONTENT_BYTES,false,true,attr/text eol=lf,lf,crlf,legacy SHA equals in-memory CRLF reconstruction of the canonical Git LF blob
outputs/evaluation/he5_integrated_error_analysis_v0.2/he5_hypothesis_assessment_v0.2.json,EXP-04 HE5,76cc968bdcfc8a0a8cd070210fdca8852a3161215343cd4c2973cb28711bff28,ce7f75ac4d82991ac4cea579db13764e6cbb304140c833e11f683803a35ad93e,WORKTREE_CRLF_BYTES,CANONICAL_GIT_LF_CONTENT_BYTES,false,true,attr/text eol=lf,lf,crlf,legacy SHA equals in-memory CRLF reconstruction of the canonical Git LF blob
outputs/evaluation/he5_integrated_error_analysis_v0.2/he5_integrated_error_matrix_dictionary_v0.2.md,EXP-04 HE5,80e75baa4a8ce94a17afba505182ad4887f71b5081f57b802a7e401547213e9c,a9dc1952aa83262d639bf2331cdac362889fd1d6fa577dc1407e0f36f22acc66,WORKTREE_CRLF_BYTES,CANONICAL_GIT_LF_CONTENT_BYTES,false,true,attr/text eol=lf,lf,crlf,legacy SHA equals in-memory CRLF reconstruction of the canonical Git LF blob
outputs/evaluation/he5_integrated_error_analysis_v0.2/he5_integrated_error_matrix_v0.2.csv,EXP-04 HE5 | EXP-05 | EXP-07,a36ecab58d9df162addf812edc47b4fec875bffb4bc83184c0fff1b0a3ab636d,bada112a721b2f6f7eb53f233f6d9943727af758cadd119c3eb11e89ee706450,WORKTREE_CRLF_BYTES,CANONICAL_GIT_LF_CONTENT_BYTES,false,true,attr/text eol=lf,lf,crlf,legacy SHA equals in-memory CRLF reconstruction of the canonical Git LF blob
outputs/evaluation/he5_integrated_error_analysis_v0.2/he5_integrated_findings_v0.2.md,EXP-04 HE5,bb143925e726480d65293cbebd2bd7df792244e5b317445ef2ec5c1d876a3f6d,c32e5a769317fb6095e6758b00a6ede5b5f20e182c15f305025f4cce5c47dd8f,WORKTREE_CRLF_BYTES,CANONICAL_GIT_LF_CONTENT_BYTES,false,true,attr/text eol=lf,lf,crlf,legacy SHA equals in-memory CRLF reconstruction of the canonical Git LF blob
outputs/evaluation/he5_integrated_error_analysis_v0.2/he5_normative_failure_analysis_v0.2.csv,EXP-04 HE5,933ef825afb6a0286b61ef02c0d2db272c0c3c33603d384fabe2d7680d71e5eb,cabe3e3bc2edb283b2e6f3c85d6b65e5b1cfbdac0135cda162189ea49c37824c,WORKTREE_CRLF_BYTES,CANONICAL_GIT_LF_CONTENT_BYTES,false,true,attr/text eol=lf,lf,crlf,legacy SHA equals in-memory CRLF reconstruction of the canonical Git LF blob
outputs/evaluation/he5_integrated_error_analysis_v0.2/summary_phase_l.md,EXP-04 HE5,b42b78f06684ce2401f9e42d6e73e3879c73f85fdd266a0ac698455d1fa39200,5d45ce93c1393ee5fe621f8d3c7166f3e64d6e3114bd0bbfbbec957f57d1388f,WORKTREE_CRLF_BYTES,CANONICAL_GIT_LF_CONTENT_BYTES,false,true,attr/text eol=lf,lf,crlf,legacy SHA equals in-memory CRLF reconstruction of the canonical Git LF blob
src/configs/data_aduanas_split_clase87_v0.2.json,EXP-04 A,a107cf3121faa304b0d83c3ad5378742a4547c257bc04ed5c324195cbf877954,5d65dca7f2d31e5bb61ffaa6acbdac5ac57e64ebc6a1653fdf5a2e93267be3b9,WORKTREE_CRLF_BYTES,CANONICAL_GIT_LF_CONTENT_BYTES,false,true,attr/text eol=lf,lf,lf,legacy SHA equals in-memory CRLF reconstruction of the canonical Git LF blob
