case_id,id_unico,nandina_ref,rank_ref,retrieved_count,top1_code,top1_score,hit_top_1,hit_top_3,hit_top_5,hit_top_10,hit_top_50,hit_recall_100,mrr_at_100_contribution,exact_at_100,hs6_at_100,hs4_at_100,chapter_at_100,hit_recall_200,mrr_at_200_contribution,exact_at_200,hs6_at_200,hs4_at_200,chapter_at_200
DA-EVAL-V02-00095,118-2026-10-008922-00-63,87082920,0,200,29072300,0.6558868885040283,0,0,0,0,0,0,0.0,0,0,1,1,0,0.0,0,0,1,1
DA-EVAL-V02-00096,118-2026-10-008922-00-64,87082920,0,200,34053000,0.5665085315704346,0,0,0,0,0,0,0.0,0,0,1,1,0,0.0,0,0,1,1
DA-EVAL-V02-00097,118-2026-10-008922-00-65,87082910,0,200,34053000,0.6152445673942566,0,0,0,0,0,0,0.0,0,0,1,1,0,0.0,0,0,1,1
DA-EVAL-V02-00098,118-2026-10-008922-00-66,87082920,0,200,34053000,0.6079733371734619,0,0,0,0,0,0,0.0,0,0,1,1,0,0.0,0,0,1,1
DA-EVAL-V02-00099,118-2026-10-008922-00-67,87082930,0,200,84185000,0.5925449132919312,0,0,0,0,0,0,0.0,0,0,1,1,0,0.0,0,0,1,1
DA-EVAL-V02-00100,118-2026-10-008922-00-7,87082990,0,200,03063692,0.6192249059677124,0,0,0,0,0,0,0.0,0,0,1,1,0,0.0,0,1,1,1
DA-EVAL-V02-00101,118-2026-10-008922-00-70,87081000,0,200,03031200,0.8474879264831543,0,0,0,0,0,0,0.0,0,0,1,1,0,0.0,0,0,1,1
DA-EVAL-V02-00102,118-2026-10-008922-00-73,87082990,0,200,36050000,0.6374660134315491,0,0,0,0,0,0,0.0,0,0,1,1,0,0.0,0,0,1,1
DA-EVAL-V02-00103,118-2026-10-008922-00-74,87082990,0,200,36050000,0.6808730363845825,0,0,0,0,0,0,0.0,0,0,1,1,0,0.0,0,0,1,1
DA-EVAL-V02-00104,118-2026-10-008922-00-8,87082930,0,200,84185000,0.6315641403198242,0,0,0,0,0,0,0.0,0,0,1,1,0,0.0,0,0,1,1
DA-EVAL-V02-00105,118-2026-10-008922-00-9,87081000,0,200,03031200,0.8247447609901428,0,0,0,0,0,0,0.0,0,0,1,1,0,0.0,0,0,1,1
DA-EVAL-V02-00106,118-2026-10-009478-00-1,87032390,0,200,56031300,0.5810611248016357,0,0,0,0,0,0,0.0,0,0,1,1,0,0.0,0,0,1,1
DA-EVAL-V02-00107,118-2026-10-010823-00-1,87032290,0,200,84158230,0.5980464816093445,0,0,0,0,0,0,0.0,0,0,1,1,0,0.0,0,0,1,1
DA-EVAL-V02-00108,118-2026-10-016753-00-12,87032100,4,200,84073300,0.6478372812271118,0,0,1,1,1,1,0.25,1,1,1,1,1,0.25,1,1,1,1
DA-EVAL-V02-00109,118-2026-10-016753-00-13,87032100,3,200,84073300,0.6216932535171509,0,1,1,1,1,1,0.3333333333333333,1,1,1,1,1,0.3333333333333333,1,1,1,1
DA-EVAL-V02-00110,118-2026-10-016753-00-14,87032100,15,200,84073300,0.6198232173919678,0,0,0,0,1,1,0.06666666666666667,1,1,1,1,1,0.06666666666666667,1,1,1,1
DA-EVAL-V02-00111,118-2026-10-016753-00-15,87032100,4,200,84073300,0.6076663732528687,0,0,1,1,1,1,0.25,1,1,1,1,1,0.25,1,1,1,1
DA-EVAL-V02-00112,118-2026-10-016934-00-1,87032290,0,200,84073300,0.6238458156585693,0,0,0,0,0,0,0.0,0,0,1,1,0,0.0,0,0,1,1
DA-EVAL-V02-00113,118-2026-10-016934-00-2,87032290,0,200,84073300,0.6265048980712891,0,0,0,0,0,0,0.0,0,0,1,1,0,0.0,0,0,1,1
DA-EVAL-V02-00114,118-2026-10-017029-00-1,87032100,9,200,56039300,0.5467027425765991,0,0,0,1,1,1,0.1111111111111111,1,1,1,1,1,0.1111111111111111,1,1,1,1
DA-EVAL-V02-00115,118-2026-10-017029-00-10,87032100,7,200,29034500,0.5651598572731018,0,0,0,1,1,1,0.14285714285714285,1,1,1,1,1,0.14285714285714285,1,1,1,1
DA-EVAL-V02-00116,118-2026-10-017029-00-2,87032100,9,200,56039300,0.5467027425765991,0,0,0,1,1,1,0.1111111111111111,1,1,1,1,1,0.1111111111111111,1,1,1,1
DA-EVAL-V02-00117,118-2026-10-017029-00-3,87032100,9,200,56039300,0.5467027425765991,0,0,0,1,1,1,0.1111111111111111,1,1,1,1,1,0.1111111111111111,1,1,1,1
DA-EVAL-V02-00118,118-2026-10-017029-00-4,87032100,9,200,56039300,0.5467027425765991,0,0,0,1,1,1,0.1111111111111111,1,1,1,1,1,0.1111111111111111,1,1,1,1
DA-EVAL-V02-00119,118-2026-10-017029-00-5,87032100,9,200,56039300,0.5467027425765991,0,0,0,1,1,1,0.1111111111111111,1,1,1,1,1,0.1111111111111111,1,1,1,1
DA-EVAL-V02-00120,118-2026-10-017029-00-6,87032100,9,200,56039300,0.5467027425765991,0,0,0,1,1,1,0.1111111111111111,1,1,1,1,1,0.1111111111111111,1,1,1,1
DA-EVAL-V02-00121,118-2026-10-017029-00-7,87032100,9,200,56039300,0.5467027425765991,0,0,0,1,1,1,0.1111111111111111,1,1,1,1,1,0.1111111111111111,1,1,1,1
DA-EVAL-V02-00122,118-2026-10-017029-00-8,87032100,9,200,56039300,0.5467027425765991,0,0,0,1,1,1,0.1111111111111111,1,1,1,1,1,0.1111111111111111,1,1,1,1
DA-EVAL-V02-00123,118-2026-10-017029-00-9,87032100,9,200,56039300,0.5467027425765991,0,0,0,1,1,1,0.1111111111111111,1,1,1,1,1,0.1111111111111111,1,1,1,1
DA-EVAL-V02-00124,118-2026-10-017375-00-34,87082910,0,200,84185000,0.7275652289390564,0,0,0,0,0,0,0.0,0,0,1,1,0,0.0,0,0,1,1
DA-EVAL-V02-00125,118-2026-10-017375-00-35,87081000,10,200,84185000,0.7391488552093506,0,0,0,1,1,1,0.1,1,1,1,1,1,0.1,1,1,1,1
DA-EVAL-V02-00126,118-2026-10-017375-00-36,87082920,0,200,03063692,0.7119420766830444,0,0,0,0,0,0,0.0,0,0,1,1,0,0.0,0,0,1,1
DA-EVAL-V02-00127,118-2026-10-017375-00-37,87082920,0,200,84185000,0.7508929371833801,0,0,0,0,0,0,0.0,0,0,1,1,0,0.0,0,0,1,1
DA-EVAL-V02-00128,118-2026-10-017375-00-38,87082920,0,200,30024990,0.7851534485816956,0,0,0,0,0,0,0.0,0,0,1,1,0,0.0,0,0,1,1
DA-EVAL-V02-00129,118-2026-10-017375-00-39,87089919,0,200,84185000,0.7262973785400391,0,0,0,0,0,0,0.0,0,1,1,1,0,0.0,0,1,1,1
DA-EVAL-V02-00130,118-2026-10-017375-00-40,87082990,0,200,84185000,0.7280610799789429,0,0,0,0,0,0,0.0,0,0,1,1,0,0.0,0,0,1,1
DA-EVAL-V02-00131,118-2026-10-017375-00-41,87089100,0,200,84185000,0.7222752571105957,0,0,0,0,0,0,0.0,0,0,1,1,0,0.0,0,0,1,1
DA-EVAL-V02-00132,118-2026-10-017375-00-42,87085011,0,200,84185000,0.7222752571105957,0,0,0,0,0,0,0.0,0,0,1,1,0,0.0,0,0,1,1
DA-EVAL-V02-00133,118-2026-10-017375-00-45,87088020,0,200,84185000,0.7262973785400391,0,0,0,0,0,0,0.0,0,0,1,1,0,0.0,0,0,1,1
DA-EVAL-V02-00134,118-2026-10-017375-00-48,87082920,0,200,84185000,0.7339405417442322,0,0,0,0,0,0,0.0,0,0,1,1,0,0.0,0,0,1,1
DA-EVAL-V02-00135,118-2026-10-017375-00-49,87089999,181,200,29072300,0.7264338135719299,0,0,0,0,0,0,0.0,0,0,1,1,1,0.0055248618784530384,1,1,1,1
DA-EVAL-V02-00136,118-2026-10-017375-00-53,87082990,0,200,30024990,0.7314382791519165,0,0,0,0,0,0,0.0,0,0,1,1,0,0.0,0,1,1,1
DA-EVAL-V02-00137,118-2026-10-017375-00-54,87082920,0,200,84185000,0.7614395618438721,0,0,0,0,0,0,0.0,0,0,1,1,0,0.0,0,0,1,1
DA-EVAL-V02-00138,118-2026-10-017375-00-57,87082920,0,200,30024990,0.7323846220970154,0,0,0,0,0,0,0.0,0,0,1,1,0,0.0,0,0,1,1
DA-EVAL-V02-00139,118-2026-10-017375-00-61,87083029,0,200,39269030,0.7935564517974854,0,0,0,0,0,0,0.0,0,0,1,1,0,0.0,0,0,1,1
DA-EVAL-V02-00140,118-2026-10-017375-00-62,87082100,0,200,84185000,0.7533625364303589,0,0,0,0,0,0,0.0,0,0,1,1,0,0.0,0,0,1,1
DA-EVAL-V02-00141,118-2026-10-017375-00-64,87083029,0,200,84651000,0.7724190950393677,0,0,0,0,0,0,0.0,0,0,1,1,0,0.0,0,0,1,1
DA-EVAL-V02-00142,118-2026-10-017375-00-65,87089200,0,200,39269030,0.7877892255783081,0,0,0,0,0,0,0.0,0,0,1,1,0,0.0,0,0,1,1
DA-EVAL-V02-00143,118-2026-10-017375-00-66,87089400,0,200,84185000,0.7222752571105957,0,0,0,0,0,0,0.0,0,0,1,1,0,0.0,0,0,1,1
DA-EVAL-V02-00144,118-2026-10-017375-00-67,87089999,13,200,30024990,0.7323846220970154,0,0,0,0,1,1,0.07692307692307693,1,1,1,1,1,0.07692307692307693,1,1,1,1
DA-EVAL-V02-00145,118-2026-10-017375-00-68,87089999,38,200,29214500,0.7035903930664062,0,0,0,0,1,1,0.02631578947368421,1,1,1,1,1,0.02631578947368421,1,1,1,1
DA-EVAL-V02-00146,118-2026-10-017375-00-71,87089999,27,200,30024990,0.730877161026001,0,0,0,0,1,1,0.037037037037037035,1,1,1,1,1,0.037037037037037035,1,1,1,1
DA-EVAL-V02-00147,118-2026-10-017375-00-72,87089999,39,200,39269030,0.7885744571685791,0,0,0,0,1,1,0.02564102564102564,1,1,1,1,1,0.02564102564102564,1,1,1,1
DA-EVAL-V02-00148,118-2026-10-017375-00-73,87089200,0,200,39269030,0.7877892255783081,0,0,0,0,0,0,0.0,0,0,1,1,0,0.0,0,0,1,1
DA-EVAL-V02-00149,118-2026-10-017375-00-74,87082920,0,200,39269030,0.7877892255783081,0,0,0,0,0,0,0.0,0,0,1,1,0,0.0,0,0,1,1
DA-EVAL-V02-00150,118-2026-10-017375-00-75,87082990,0,200,78041100,0.7126461267471313,0,0,0,0,0,0,0.0,0,0,1,1,0,0.0,0,0,1,1
DA-EVAL-V02-00151,118-2026-10-017375-00-77,87082990,0,200,30024990,0.7015055418014526,0,0,0,0,0,0,0.0,0,0,1,1,0,0.0,0,0,1,1
DA-EVAL-V02-00152,118-2026-10-017375-00-78,87089999,36,200,39269030,0.7148987054824829,0,0,0,0,1,1,0.027777777777777776,1,1,1,1,1,0.027777777777777776,1,1,1,1
