case_id,id_unico,declaracion,serie,query,nandina_ref,partida_ref,sub_partida_ref,clase_ref,reference_code_in_corpus,reference_doc_id,rank_ref,position_bucket,coverage_class,retrieved_count,raw_retrieved_count,raw_repeated_code_count,effective_ranking_has_repeated_codes,top1_code,top1_doc_id,top1_score,reciprocal_rank,method,flag_missing_parent_4d,flag_missing_parent_hs6,flag_missing_both_parents,flag_duplicate_code_documents,flag_generic_or_short_leaf_description,hit_top_1,hit_top_3,hit_top_5,hit_top_10,hit_top_50,hit_recall_50,hit_recall_100,hit_recall_200,exact_at_10,hs6_at_10,hs4_at_10,chapter_at_10,exact_at_50,hs6_at_50,hs4_at_50,chapter_at_50,exact_at_100,hs6_at_100,hs4_at_100,chapter_at_100,exact_at_200,hs6_at_200,hs4_at_200,chapter_at_200,hierarchical_evidence_class_at_100,hierarchical_evidence_class_at_200
DA-EVAL-V02-00017,118-2026-10-004975-00-163,118-2026-10-004975-00,163,"Ensamblaje de cardán 3570-2205, S/M, 3570-2205080-T Ensamblaje de cardán 3570-2205080-T Cardan assy 3570-2205080-T // Cod: 4110001049004 Transmitir torque entre ejes desalineados Acero // Componente repuesto para maquinaria minera",87089929,8708,870899,87,True,NANDINA_87089929,0,>200_or_not_retrieved,present_not_recovered_top_200,200,572,0,0,72162200,NANDINA_72162200,29.353838876350842,0.0,normative_bm25_hierarchical_data_aduanas_clase87_v0.2,False,False,False,False,True,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,1,hs4_recovered_without_hs6_or_exact,hs4_recovered_without_hs6_or_exact
DA-EVAL-V02-00018,118-2026-10-004975-00-18,118-2026-10-004975-00,18,"Barra de sujeción, S/M, CG-600 Barra de sujeción del radiador CG-600 Radiator bar CG-600 // Cod: 4110705454 Sostener y estabilizar el radiador en el vehículo Acero // Componente repuesto para maquinaria minera",87089100,8708,870891,87,True,NANDINA_87089100,0,>200_or_not_retrieved,present_not_recovered_top_200,200,558,0,0,90160011,NANDINA_90160011,23.93391055177262,0.0,normative_bm25_hierarchical_data_aduanas_clase87_v0.2,False,True,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,no_hierarchical_evidence,chapter_only
DA-EVAL-V02-00019,118-2026-10-004975-00-21,118-2026-10-004975-00,21,"Conjunto de amortiguador, S/M, S/M Conjunto de amortiguador del radiador Radiator shock absorber assy // Cod: 4110001445 Permite mantener la estabilidad de radiador de motor Acero // Componente repuesto para maquinaria minera",87089999,8708,870899,87,True,NANDINA_87089999,0,>200_or_not_retrieved,present_not_recovered_top_200,200,601,0,0,89032200,NANDINA_89032200,22.172975120367905,0.0,normative_bm25_hierarchical_data_aduanas_clase87_v0.2,False,False,False,False,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,no_hierarchical_evidence,hs4_recovered_without_hs6_or_exact
DA-EVAL-V02-00020,118-2026-10-004975-00-223,118-2026-10-004975-00,223,"Volante para sistema de direcc, S/M, S/M Volante para sistema de dirección 430 Steering wheel-430 // Cod: 4120001247 Permite al conductor controlar la dirección del vehículo Acero // Componente repuesto para maquinaria minera",87089939,8708,870899,87,True,NANDINA_87089939,0,>200_or_not_retrieved,present_not_recovered_top_200,200,527,0,0,89032200,NANDINA_89032200,22.172975120367905,0.0,normative_bm25_hierarchical_data_aduanas_clase87_v0.2,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,hs4_recovered_without_hs6_or_exact,hs4_recovered_without_hs6_or_exact
DA-EVAL-V02-00021,118-2026-10-004975-00-224,118-2026-10-004975-00,224,"Mecanismo de dirección (XCEL80, S/M, S/M Mecanismo de dirección (XCEL80-800) Steering (XCEL80-800) // Cod: 4120704271 Permite al conductor controlar la dirección del vehículo Acero // Componente repuesto para maquinaria minera",87089999,8708,870899,87,True,NANDINA_87089999,0,>200_or_not_retrieved,present_not_recovered_top_200,200,535,0,0,87089400,NANDINA_87089400,30.113294681801772,0.0,normative_bm25_hierarchical_data_aduanas_clase87_v0.2,False,False,False,False,True,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,hs4_recovered_without_hs6_or_exact,hs4_recovered_without_hs6_or_exact
DA-EVAL-V02-00023,118-2026-10-004975-00-242,118-2026-10-004975-00,242,"Motor de dirección eléctrica, S/M, TG180T14D15CB35LG Motor de dirección eléctrica TG180T14D15CB35LG Steering motor TG180T14D15CB35LG // Cod: 4130713216 Proporciona fuerza para asistir o realizar la dirección en maquinaria Acero // Componente repuesto para maquinaria minera",87089939,8708,870899,87,True,NANDINA_87089939,0,>200_or_not_retrieved,present_not_recovered_top_200,200,595,0,0,87089400,NANDINA_87089400,30.113294681801772,0.0,normative_bm25_hierarchical_data_aduanas_clase87_v0.2,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,hs4_recovered_without_hs6_or_exact,hs4_recovered_without_hs6_or_exact
DA-EVAL-V02-00024,118-2026-10-004975-00-243,118-2026-10-004975-00,243,"Amortiguador, S/M, S/M Amortiguador de vibraciones 20-00620-01 Shock absorber 20-00620-01 // Cod: 4120709161 Absorber y disipar impactos Acero // Componente repuesto para maquinaria minera",87088020,8708,870880,87,True,NANDINA_87088020,0,>200_or_not_retrieved,present_not_recovered_top_200,200,914,0,0,89032200,NANDINA_89032200,22.172975120367905,0.0,normative_bm25_hierarchical_data_aduanas_clase87_v0.2,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,chapter_only,chapter_only
DA-EVAL-V02-00025,118-2026-10-004975-00-27,118-2026-10-004975-00,27,"Bastidor, S/M, 4.1107077852e+012 Bastidor superior 4110707785224 Upper frame 4110707785224 // Cod: 4110707785224 Proporcionar rigidez estructural, soporte y alineación de componentes Acero // Componente repuesto para maquinaria minera",87089999,8708,870899,87,True,NANDINA_87089999,0,>200_or_not_retrieved,present_not_recovered_top_200,200,1391,0,0,82059010,NANDINA_82059010,14.868289226905356,0.0,normative_bm25_hierarchical_data_aduanas_clase87_v0.2,False,False,False,False,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no_hierarchical_evidence,no_hierarchical_evidence
DA-EVAL-V02-00026,118-2026-10-004975-00-28,118-2026-10-004975-00,28,"Radiador 4110707785225, S/M, 4.1107077852e+012 Radiador 4110707785225 Intercooler 4110707785225 // Cod: 4110707785225 Permite disipar el calor generado por el motor Aleacion de aluminio // Componente repuesto para maquinaria minera",87089100,8708,870891,87,True,NANDINA_87089100,0,>200_or_not_retrieved,present_not_recovered_top_200,200,424,0,0,72102000,NANDINA_72102000,12.457267083247222,0.0,normative_bm25_hierarchical_data_aduanas_clase87_v0.2,False,True,False,False,False,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,chapter_only,hs4_recovered_without_hs6_or_exact
DA-EVAL-V02-00027,118-2026-10-004975-00-29,118-2026-10-004975-00,29,"Bastidor, S/M, 4.1107077852e+012 Bastidor derecho 4110707785227 Right frame 4110707785227 // Cod: 4110707785227 Soporte, rigidez y fijación de componentes Acero // Componente repuesto para maquinaria minera",87089999,8708,870899,87,True,NANDINA_87089999,0,>200_or_not_retrieved,present_not_recovered_top_200,200,838,0,0,82059010,NANDINA_82059010,14.868289226905356,0.0,normative_bm25_hierarchical_data_aduanas_clase87_v0.2,False,False,False,False,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,no_hierarchical_evidence,chapter_only
DA-EVAL-V02-00028,118-2026-10-004975-00-30,118-2026-10-004975-00,30,"Deflector de aire, S/M, 4.1107080192e+012 Deflector de aire 4110708019232 Guide hood 4110708019232 // Cod: 4110708019232 Dirigir el flujo de aire, mejorar la refrigeración y evitar sobrecalentamientos Acero // Componente repuesto para maquinaria minera",87082990,8708,870829,87,True,NANDINA_87082990,0,>200_or_not_retrieved,present_not_recovered_top_200,200,669,0,0,84142000,NANDINA_84142000,24.773825527169738,0.0,normative_bm25_hierarchical_data_aduanas_clase87_v0.2,False,False,False,False,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,no_hierarchical_evidence,chapter_only
DA-EVAL-V02-00029,118-2026-10-004975-00-31,118-2026-10-004975-00,31,"Bastidor, S/M, 4.1107077852e+012 Bastidor inferior 4110707785229 Bottom frame 4110707785229 // Cod: 4110707785229 Soporte estructural, distribución de cargas y montaje Acero // Componente repuesto para maquinaria minera",87089999,8708,870899,87,True,NANDINA_87089999,0,>200_or_not_retrieved,present_not_recovered_top_200,200,1376,0,0,39199011,NANDINA_39199011,15.127066388604174,0.0,normative_bm25_hierarchical_data_aduanas_clase87_v0.2,False,False,False,False,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,chapter_only,chapter_only
DA-EVAL-V02-00030,118-2026-10-004975-00-312,118-2026-10-004975-00,312,"Condensador, S/M, S/M Condensador 35290040020 Condenser 35290040020 // Cod: 4120710291 Permite la regulación de temperatura de refrigerante Aluminio // Componente repuesto para maquinaria minera",87089999,8708,870899,87,True,NANDINA_87089999,0,>200_or_not_retrieved,present_not_recovered_top_200,200,284,0,0,89032200,NANDINA_89032200,22.172975120367905,0.0,normative_bm25_hierarchical_data_aduanas_clase87_v0.2,False,False,False,False,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no_hierarchical_evidence,no_hierarchical_evidence
DA-EVAL-V02-00031,118-2026-10-004975-00-314,118-2026-10-004975-00,314,"Secador multifunción 351100855, S/M, 35110085540 Secador multifunción 35110085540 Multifunctional dryer 35110085540 // Cod: 4120711952 Eliminar la humedad del aire comprimido Acero // Componente repuesto para maquinaria minera",87089999,8708,870899,87,True,NANDINA_87089999,0,>200_or_not_retrieved,present_not_recovered_top_200,200,582,0,0,93040010,NANDINA_93040010,18.044672058187082,0.0,normative_bm25_hierarchical_data_aduanas_clase87_v0.2,False,False,False,False,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no_hierarchical_evidence,no_hierarchical_evidence
DA-EVAL-V02-00032,118-2026-10-004975-00-315,118-2026-10-004975-00,315,"Conjunto de pedal de freno, S/M, S/M Conjunto de pedal de freno eléctrico Elec brake pedal assy // Cod: 4120706429 Permite el accionamiento del frenado de caja cambios Plástico y acero // Componente repuesto para maquinaria minera",87089999,8708,870899,87,True,NANDINA_87089999,0,>200_or_not_retrieved,present_not_recovered_top_200,200,2178,1,0,87149600,NANDINA_87149600,25.366526363448067,0.0,normative_bm25_hierarchical_data_aduanas_clase87_v0.2,False,False,False,False,True,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,chapter_only,chapter_only
DA-EVAL-V02-00033,118-2026-10-004975-00-32,118-2026-10-004975-00,32,"Radiador de agua 4110707785230, S/M, 4.1107077852e+012 Radiador de agua 4110707785230 Water radiator 4110707785230 // Cod: 4110707785230 Enfriar el líquido refrigerante mediante intercambio térmico con el aire ambiente Aluminio + plastico ABS // Componente repuesto para maquinaria minera",87089100,8708,870891,87,True,NANDINA_87089100,0,>200_or_not_retrieved,present_not_recovered_top_200,200,1012,0,0,90282010,NANDINA_90282010,20.409660870203133,0.0,normative_bm25_hierarchical_data_aduanas_clase87_v0.2,False,True,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no_hierarchical_evidence,no_hierarchical_evidence
DA-EVAL-V02-00034,118-2026-10-004975-00-34,118-2026-10-004975-00,34,"Bastidor, S/M, S/M Bastidor de Soporte 1260 × 1130 × 176 mm Holder assy 1260*1130*176 // Cod: 4110708290 Soporte estructural, distribución de cargas, fijación Acero // Componente repuesto para maquinaria minera",87089999,8708,870899,87,True,NANDINA_87089999,0,>200_or_not_retrieved,present_not_recovered_top_200,200,850,0,0,37024100,NANDINA_37024100,23.94015114630521,0.0,normative_bm25_hierarchical_data_aduanas_clase87_v0.2,False,False,False,False,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no_hierarchical_evidence,no_hierarchical_evidence
DA-EVAL-V02-00035,118-2026-10-004975-00-362,118-2026-10-004975-00,362,"conjunto de cables y conectore, S/M, S/M conjunto de cables y conectores 1300 Load sensor harness 1300 // Cod: 27290000632 Permite transmitir informacion de la señal de peso Cobre y plastico // Componente repuesto para maquinaria minera",87089999,8708,870899,87,True,NANDINA_87089999,0,>200_or_not_retrieved,present_not_recovered_top_200,200,1083,0,0,74130000,NANDINA_74130000,24.940348029513146,0.0,normative_bm25_hierarchical_data_aduanas_clase87_v0.2,False,False,False,False,True,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,1,1,1,hs6_recovered_without_exact,hs6_recovered_without_exact
DA-EVAL-V02-00036,118-2026-10-004975-00-4,118-2026-10-004975-00,4,"Conjunto de motor, S/M, YCK16765-T300 Conjunto de motor YCK16765-T300 Engine assy YCK16765-T300 // Cod: 4110707884 Componente principal para funcionamiento de vehículos Acero // Componente repuesto para maquinaria minera",87089999,8708,870899,87,True,NANDINA_87089999,175,101-200,101-200,200,831,0,0,87116000,NANDINA_87116000,20.031429630702263,0.005714285714285714,normative_bm25_hierarchical_data_aduanas_clase87_v0.2,False,False,False,False,True,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1,1,1,1,1,1,hs4_recovered_without_hs6_or_exact,exact_recovered
DA-EVAL-V02-00037,118-2026-10-004975-00-41,118-2026-10-004975-00,41,"Respiradero para Carter de mot, S/M, S/M Respiradero para Carter de motor Breather // Cod: 4110708184004 Permite la liberación de la presión del cárter Plástico // Componente repuesto para maquinaria minera",87089999,8708,870899,87,True,NANDINA_87089999,0,>200_or_not_retrieved,present_not_recovered_top_200,200,672,0,0,89032200,NANDINA_89032200,22.172975120367905,0.0,normative_bm25_hierarchical_data_aduanas_clase87_v0.2,False,False,False,False,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,chapter_only,hs4_recovered_without_hs6_or_exact
DA-EVAL-V02-00038,118-2026-10-004975-00-439,118-2026-10-004975-00,439,"Pedal de acelerador, S/M, S/M Pedal de acelerador ELEK 403269 ELEK accelerator pedal 403269 // Cod: 4130701363 Permite regular la aceleración del vehículo Plástico y acero // Componente repuesto para maquinaria minera",87089999,8708,870899,87,True,NANDINA_87089999,0,>200_or_not_retrieved,present_not_recovered_top_200,200,942,0,0,87149600,NANDINA_87149600,25.366526363448067,0.0,normative_bm25_hierarchical_data_aduanas_clase87_v0.2,False,False,False,False,True,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,chapter_only,chapter_only
