case_id,reference_nandina_for_evaluation,top3_codes,top3_contains_reference,top1_has_exact_evidence,top2_has_exact_evidence,top3_has_exact_evidence,exact_evidence_candidates,hs6_evidence_candidates,hs4_evidence_candidates,chapter_evidence_candidates,precedent_coverage_candidates,traceability_complete_candidates
DA-EVAL-V02-00083,87089100,87089100|87089999|87081000,1,1,1,1,3,1,3,3,3,3
DA-EVAL-V02-00084,87089100,87089100|87082910|87082920,1,1,1,1,3,2,3,3,3,3
DA-EVAL-V02-00085,87082920,87082920|87089400|87089999,1,1,1,1,3,2,3,3,3,3
DA-EVAL-V02-00086,87089100,87089100|87089999|87081000,1,1,1,1,3,1,3,3,3,3
DA-EVAL-V02-00087,87082920,87082920|87089400|87089999,1,1,1,1,3,2,3,3,3,3
DA-EVAL-V02-00088,87081000,87081000|87089999|87149300,1,1,1,1,3,1,3,3,3,3
DA-EVAL-V02-00089,87082930,87082930|87089999|87082990,1,1,1,1,3,3,3,3,3,3
DA-EVAL-V02-00090,87082990,87081000|87082920|87089999,0,1,1,1,3,2,3,3,3,3
DA-EVAL-V02-00091,87082930,87082930|87082990|87081000,1,1,1,1,3,2,3,3,3,3
DA-EVAL-V02-00092,87082990,87082920|87081000|87089999,0,1,1,1,3,2,3,3,3,3
DA-EVAL-V02-00093,87082990,87082920|87081000|87082910,0,1,1,1,3,2,3,3,3,3
DA-EVAL-V02-00094,87082990,87081000|87082920|87089999,0,1,1,1,3,2,3,3,3,3
DA-EVAL-V02-00095,87082920,87082920|87081000|87149400,1,1,1,1,3,1,3,3,3,3
DA-EVAL-V02-00096,87082920,87082920|87081000|87082910,1,1,1,1,3,2,3,3,3,3
DA-EVAL-V02-00097,87082910,87081000|87082920|87082910,1,1,1,1,3,2,3,3,3,3
DA-EVAL-V02-00098,87082920,87082920|87081000|87082910,1,1,1,1,3,2,3,3,3,3
DA-EVAL-V02-00099,87082930,87082930|87082990|87082920,1,1,1,1,3,3,3,3,3,3
DA-EVAL-V02-00100,87082990,87081000|87082920|87089999,0,1,1,1,3,2,3,3,3,3
DA-EVAL-V02-00101,87081000,87081000|87089999|87149300,1,1,1,1,3,1,3,3,3,3
DA-EVAL-V02-00102,87082990,87082920|87081000|87089999,0,1,1,1,3,2,3,3,3,3
DA-EVAL-V02-00103,87082990,87081000|87082920|87089999,0,1,1,1,3,2,3,3,3,3
DA-EVAL-V02-00104,87082930,87082930|87082990|87082920,1,1,1,1,3,3,3,3,3,3
DA-EVAL-V02-00105,87081000,87089391|87089999|87081000,1,1,1,1,3,2,3,3,3,3
DA-EVAL-V02-00106,87032390,87032390|87032290|87034090,1,1,1,1,3,3,3,3,3,3
DA-EVAL-V02-00107,87032290,87032290|87032410|87034090,1,1,1,1,3,3,3,3,3,3
DA-EVAL-V02-00108,87032100,87032100|87116000|87046010,1,1,1,1,3,1,3,3,3,3
DA-EVAL-V02-00109,87032100,87032100|87116000|87046010,1,1,1,1,3,1,3,3,3,3
DA-EVAL-V02-00110,87032100,87032100|87116000|87031000,1,1,1,1,3,0,3,3,3,3
DA-EVAL-V02-00111,87032100,87032100|87116000|87046010,1,1,1,1,3,1,3,3,3,3
DA-EVAL-V02-00112,87032290,87034090|87032290|87032390,1,1,1,1,3,3,3,3,3,3
DA-EVAL-V02-00113,87032290,87034090|87032290|87032390,1,1,1,1,3,3,3,3,3,3
DA-EVAL-V02-00114,87032100,87032100|87116000|87031000,1,1,1,1,3,0,3,3,3,3
DA-EVAL-V02-00115,87032100,87032100|87116000|87031000,1,1,1,1,3,0,3,3,3,3
DA-EVAL-V02-00116,87032100,87032100|87116000|87031000,1,1,1,1,3,0,3,3,3,3
DA-EVAL-V02-00117,87032100,87032100|87116000|87031000,1,1,1,1,3,0,3,3,3,3
DA-EVAL-V02-00118,87032100,87032100|87116000|87031000,1,1,1,1,3,0,3,3,3,3
DA-EVAL-V02-00119,87032100,87032100|87116000|87031000,1,1,1,1,3,0,3,3,3,3
DA-EVAL-V02-00120,87032100,87032100|87116000|87031000,1,1,1,1,3,0,3,3,3,3
DA-EVAL-V02-00121,87032100,87032100|87116000|87031000,1,1,1,1,3,0,3,3,3,3
DA-EVAL-V02-00122,87032100,87032100|87116000|87031000,1,1,1,1,3,0,3,3,3,3
DA-EVAL-V02-00123,87032100,87032100|87116000|87031000,1,1,1,1,3,0,3,3,3,3
DA-EVAL-V02-00124,87082910,87082910|87089999|87082990,1,1,1,1,3,3,3,3,3,3
DA-EVAL-V02-00125,87081000,87081000|87085011|87089999,1,1,1,1,3,2,3,3,3,3
DA-EVAL-V02-00126,87082920,87082920|87149400|87083010,1,1,1,1,3,2,3,3,3,3
DA-EVAL-V02-00127,87082920,87082920|87085011|87081000,1,1,1,1,3,2,3,3,3,3
DA-EVAL-V02-00128,87082920,87089100|87089400|87088020,0,1,1,1,3,1,3,3,3,3
DA-EVAL-V02-00129,87089919,87082930|87088020|87082920,0,1,1,1,3,3,3,3,3,3
DA-EVAL-V02-00130,87082990,87082990|87089999|87088020,1,1,1,1,3,3,3,3,3,3
DA-EVAL-V02-00131,87089100,87089100|87089400|87088020,1,1,1,1,3,1,3,3,3,3
DA-EVAL-V02-00132,87085011,87085011|87089929|87081000,1,1,1,1,3,2,3,3,3,3
DA-EVAL-V02-00133,87088020,87088020|87089999|87082930,1,1,1,1,3,3,3,3,3,3
DA-EVAL-V02-00134,87082920,87082990|87082920|87089921,1,1,1,1,3,3,3,3,3,3
DA-EVAL-V02-00135,87089999,87082990|87149400|87082920,0,1,1,1,3,2,3,3,3,3
DA-EVAL-V02-00136,87082990,87082920|87089999|87089921,0,1,1,1,3,3,3,3,3,3
DA-EVAL-V02-00137,87082920,87082990|87082920|87089939,1,1,1,1,3,3,3,3,3,3
DA-EVAL-V02-00138,87082920,87082920|87089999|87082990,1,1,1,1,3,3,3,3,3,3
DA-EVAL-V02-00139,87083029,87089999|87149900|87083029,1,1,1,1,3,2,3,3,3,3
DA-EVAL-V02-00140,87082100,87082100|87089921|87149400,1,1,1,1,3,1,3,3,3,3
DA-EVAL-V02-00141,87083029,87084090|87084010|87083029,1,1,1,1,3,3,3,3,3,3
DA-EVAL-V02-00142,87089200,87089200|87087010|87089999,1,1,1,1,3,2,3,3,3,3
DA-EVAL-V02-00143,87089400,87089400|87089100|87088020,1,1,1,1,3,1,3,3,3,3
DA-EVAL-V02-00144,87089999,87089999|87082990|87088020,1,1,1,1,3,3,3,3,3,3
DA-EVAL-V02-00145,87089999,87085011|87089921|87082990,0,1,1,1,3,3,3,3,3,3
DA-EVAL-V02-00146,87089999,87089100|87089400|87088020,0,1,1,1,3,1,3,3,3,3
DA-EVAL-V02-00147,87089999,87082930|87082910|87087010,0,1,1,1,3,3,3,3,3,3
DA-EVAL-V02-00148,87089200,87087010|87089999|87082990,0,1,1,1,3,3,3,3,3,3
DA-EVAL-V02-00149,87082920,87082920|87087010|87089999,1,1,1,1,3,3,3,3,3,3
DA-EVAL-V02-00150,87082990,87082990|87082920|87085011,1,1,1,1,3,3,3,3,3,3
DA-EVAL-V02-00151,87082990,87082920|87085011|87089921,0,1,1,1,3,3,3,3,3,3
DA-EVAL-V02-00152,87089999,87089999|87082990|87088020,1,1,1,1,3,3,3,3,3,3
DA-EVAL-V02-00153,87083029,87149290|87087010|87089999,0,1,1,1,3,3,3,3,3,3
DA-EVAL-V02-00154,87082990,87089999|87082990|87088020,1,1,1,1,3,3,3,3,3,3
DA-EVAL-V02-00155,87082920,87082990|87149400|87082920,1,1,1,1,3,2,3,3,3,3
DA-EVAL-V02-00156,87082100,87082100|87149400|87083010,1,1,1,1,3,1,3,3,3,3
DA-EVAL-V02-00157,87089999,87087010|87087020|87089921,0,1,1,1,3,3,3,3,3,3
DA-EVAL-V02-00158,87085011,87089999|87087010|87082990,0,1,1,1,3,3,3,3,3,3
DA-EVAL-V02-00159,87089999,87149900|87089950|87082990,0,1,1,1,3,2,3,3,3,3
DA-EVAL-V02-00160,87082990,87082920|87089999|87087010,0,1,1,1,3,3,3,3,3,3
DA-EVAL-V02-00161,87082990,87089999|87087010|87082990,1,1,1,1,3,3,3,3,3,3
DA-EVAL-V02-00162,87089999,87089999|87082990|87088020,1,1,1,1,3,3,3,3,3,3
DA-EVAL-V02-00163,87089200,87089200|87087010|87089999,1,1,1,1,3,2,3,3,3,3
DA-EVAL-V02-00164,87089939,87089939|87089400|87082920,1,1,1,1,3,2,3,3,3,3
DA-EVAL-V02-00165,87089400,87089400|87089999|87082990,1,1,1,1,3,2,3,3,3,3
DA-EVAL-V02-00166,87087010,87087010|87082990|87089999,1,1,1,1,3,3,3,3,3,3
DA-EVAL-V02-00167,87089999,87087020|87085011|87089999,1,1,1,1,3,3,3,3,3,3
DA-EVAL-V02-00168,87032310,87032290|87032410|87032100,0,1,1,1,3,2,3,3,3,3
DA-EVAL-V02-00169,87032290,87032290|87034090|87032390,1,1,1,1,3,3,3,3,3,3
DA-EVAL-V02-00170,87032290,87032290|87034090|87032390,1,1,1,1,3,3,3,3,3,3
DA-EVAL-V02-00171,87032290,87032290|87034090|87032390,1,1,1,1,3,3,3,3,3,3
DA-EVAL-V02-00172,87032290,87032290|87034090|87032390,1,1,1,1,3,3,3,3,3,3
DA-EVAL-V02-00173,87032290,87032290|87038090|87034090,1,1,1,1,3,3,3,3,3,3
DA-EVAL-V02-00174,87032100,87031000|87032290|87116000,0,1,1,1,3,1,3,3,3,3
DA-EVAL-V02-00175,87032100,87032290|87031000|87116000,0,1,1,1,3,1,3,3,3,3
DA-EVAL-V02-00176,87032100,87032290|87031000|87116000,0,1,1,1,3,1,3,3,3,3
DA-EVAL-V02-00177,87032100,87032290|87031000|87116000,0,1,1,1,3,1,3,3,3,3
DA-EVAL-V02-00178,87032100,87032290|87031000|87116000,0,1,1,1,3,1,3,3,3,3
DA-EVAL-V02-00179,87032100,87032290|87031000|87116000,0,1,1,1,3,1,3,3,3,3
DA-EVAL-V02-00180,87032100,87032290|87031000|87116000,0,1,1,1,3,1,3,3,3,3
DA-EVAL-V02-00181,87032100,87032290|87031000|87116000,0,1,1,1,3,1,3,3,3,3
DA-EVAL-V02-00182,87032100,87032290|87031000|87116000,0,1,1,1,3,1,3,3,3,3
DA-EVAL-V02-00183,87032100,87032290|87031000|87116000,0,1,1,1,3,1,3,3,3,3
DA-EVAL-V02-00184,87032100,87032290|87031000|87116000,0,1,1,1,3,1,3,3,3,3
DA-EVAL-V02-00185,87032100,87031000|87032290|87116000,0,1,1,1,3,1,3,3,3,3
DA-EVAL-V02-00186,87032100,87032290|87031000|87116000,0,1,1,1,3,1,3,3,3,3
DA-EVAL-V02-00187,87032100,87032290|87031000|87116000,0,1,1,1,3,1,3,3,3,3
DA-EVAL-V02-00188,87032100,87032290|87031000|87116000,0,1,1,1,3,1,3,3,3,3
DA-EVAL-V02-00189,87032100,87032290|87031000|87116000,0,1,1,1,3,1,3,3,3,3
DA-EVAL-V02-00190,87032100,87032290|87031000|87116000,0,1,1,1,3,1,3,3,3,3
DA-EVAL-V02-00191,87032100,87032290|87031000|87116000,0,1,1,1,3,1,3,3,3,3
DA-EVAL-V02-00192,87032100,87032290|87031000|87116000,0,1,1,1,3,1,3,3,3,3
DA-EVAL-V02-00193,87032100,87032290|87031000|87116000,0,1,1,1,3,1,3,3,3,3
DA-EVAL-V02-00194,87032100,87032290|87031000|87116000,0,1,1,1,3,1,3,3,3,3
DA-EVAL-V02-00195,87032100,87031000|87032290|87116000,0,1,1,1,3,1,3,3,3,3
DA-EVAL-V02-00196,87032100,87031000|87032290|87116000,0,1,1,1,3,1,3,3,3,3
DA-EVAL-V02-00197,87032100,87031000|87032290|87116000,0,1,1,1,3,1,3,3,3,3
DA-EVAL-V02-00198,87032100,87032100|87031000|87032290,1,1,1,1,3,1,3,3,3,3
DA-EVAL-V02-00199,87032100,87032100|87031000|87032290,1,1,1,1,3,1,3,3,3,3
DA-EVAL-V02-00200,87032100,87032100|87031000|87032290,1,1,1,1,3,1,3,3,3,3
DA-EVAL-V02-00201,87032100,87032100|87031000|87032290,1,1,1,1,3,1,3,3,3,3
DA-EVAL-V02-00202,87032100,87032100|87031000|87032290,1,1,1,1,3,1,3,3,3,3
DA-EVAL-V02-00203,87032100,87032100|87031000|87032290,1,1,1,1,3,1,3,3,3,3
DA-EVAL-V02-00204,87032100,87032100|87031000|87032290,1,1,1,1,3,1,3,3,3,3
DA-EVAL-V02-00205,87032100,87032100|87031000|87032290,1,1,1,1,3,1,3,3,3,3
DA-EVAL-V02-00206,87032100,87032100|87031000|87032290,1,1,1,1,3,1,3,3,3,3
DA-EVAL-V02-00207,87032100,87031000|87032290|87116000,0,1,1,1,3,1,3,3,3,3
DA-EVAL-V02-00208,87032100,87032100|87031000|87032290,1,1,1,1,3,1,3,3,3,3
DA-EVAL-V02-00209,87032100,87032100|87031000|87032290,1,1,1,1,3,1,3,3,3,3
DA-EVAL-V02-00210,87032100,87032100|87031000|87032290,1,1,1,1,3,1,3,3,3,3
DA-EVAL-V02-00211,87032100,87032100|87031000|87032290,1,1,1,1,3,1,3,3,3,3
DA-EVAL-V02-00212,87032100,87032100|87031000|87032290,1,1,1,1,3,1,3,3,3,3
DA-EVAL-V02-00213,87032100,87032100|87031000|87032290,1,1,1,1,3,1,3,3,3,3
DA-EVAL-V02-00214,87032100,87032100|87031000|87032290,1,1,1,1,3,1,3,3,3,3
DA-EVAL-V02-00215,87032100,87032100|87031000|87032290,1,1,1,1,3,1,3,3,3,3
DA-EVAL-V02-00216,87032100,87032100|87031000|87032290,1,1,1,1,3,1,3,3,3,3
DA-EVAL-V02-00217,87032100,87032100|87031000|87032290,1,1,1,1,3,1,3,3,3,3
DA-EVAL-V02-00218,87032100,87031000|87032290|87116000,0,1,1,1,3,1,3,3,3,3
DA-EVAL-V02-00219,87032100,87032100|87031000|87032290,1,1,1,1,3,1,3,3,3,3
DA-EVAL-V02-00220,87087010,87084090|87083022|87083029,0,1,1,1,3,3,3,3,3,3
DA-EVAL-V02-00221,87087010,87082990|87087010|87082910,1,1,1,1,3,3,3,3,3,3
DA-EVAL-V02-00222,87087010,87084090|87083022|87083029,0,1,1,1,3,3,3,3,3,3
DA-EVAL-V02-00223,87087010,87082990|87087010|87082910,1,1,1,1,3,3,3,3,3,3
DA-EVAL-V02-00224,87087010,87089400|87089999|87084090,0,1,1,1,3,2,3,3,3,3
DA-EVAL-V02-00225,87087010,87082990|87087010|87082910,1,1,1,1,3,3,3,3,3,3
DA-EVAL-V02-00226,87087010,87089400|87089999|87084090,0,1,1,1,3,2,3,3,3,3
DA-EVAL-V02-00227,87087010,87082990|87087010|87082910,1,1,1,1,3,3,3,3,3,3
DA-EVAL-V02-00228,87032100,87031000|87032290|87116000,0,1,1,1,3,1,3,3,3,3
DA-EVAL-V02-00229,87032100,87031000|87032290|87116000,0,1,1,1,3,1,3,3,3,3
DA-EVAL-V02-00230,87032100,87031000|87032290|87116000,0,1,1,1,3,1,3,3,3,3
DA-EVAL-V02-00231,87032100,87032290|87031000|87116000,0,1,1,1,3,1,3,3,3,3
DA-EVAL-V02-00232,87088020,87082990|87141090|87089999,0,1,1,1,3,3,3,3,3,3
DA-EVAL-V02-00233,87088020,87082990|87141090|87089999,0,1,1,1,3,3,3,3,3,3
DA-EVAL-V02-00234,87088020,87082990|87141090|87089999,0,1,1,1,3,3,3,3,3,3
DA-EVAL-V02-00235,87088020,87082990|87141090|87089999,0,1,1,1,3,3,3,3,3,3
DA-EVAL-V02-00236,87089999,87089999|87089400|87082990,1,1,1,1,3,2,3,3,3,3
DA-EVAL-V02-00237,87088020,87082990|87141090|87089999,0,1,1,1,3,3,3,3,3,3
DA-EVAL-V02-00238,87088020,87089999|87082990|87089929,0,1,1,1,3,3,3,3,3,3
DA-EVAL-V02-00239,87082100,87089999|87082100|87089400,1,1,1,1,3,1,3,3,3,3
DA-EVAL-V02-00240,87089999,87089999|87142000|87099000,1,1,1,1,3,1,3,3,3,3
DA-EVAL-V02-00241,87089999,87089999|87089400|87089100,1,1,1,1,3,1,3,3,3,3
DA-EVAL-V02-00242,87089999,87089999|87082990|87089310,1,1,1,1,3,3,3,3,3,3
DA-EVAL-V02-00243,87089999,87089999|87088020|87089400,1,1,1,1,3,2,3,3,3,3
DA-EVAL-V02-00244,87089999,87089999|87082990|87083022,1,1,1,1,3,3,3,3,3,3
DA-EVAL-V02-00245,87089999,87089999|87081000|87082930,1,1,1,1,3,2,3,3,3,3
DA-EVAL-V02-00246,87032290,87032290|87034090|87032410,1,1,1,1,3,3,3,3,3,3
DA-EVAL-V02-00247,87032290,87032290|87034090|87032410,1,1,1,1,3,3,3,3,3,3
DA-EVAL-V02-00248,87032290,87032290|87034090|87032410,1,1,1,1,3,3,3,3,3,3
DA-EVAL-V02-00249,87032290,87032290|87034090|87032410,1,1,1,1,3,3,3,3,3,3
DA-EVAL-V02-00250,87032290,87032290|87034090|87032410,1,1,1,1,3,3,3,3,3,3
DA-EVAL-V02-00251,87032290,87032290|87034090|87032410,1,1,1,1,3,3,3,3,3,3
DA-EVAL-V02-00252,87032290,87032290|87034090|87032410,1,1,1,1,3,3,3,3,3,3
DA-EVAL-V02-00253,87032290,87032290|87034090|87032410,1,1,1,1,3,3,3,3,3,3
DA-EVAL-V02-00254,87082910,87088020|87082990|87089999,0,1,1,1,3,3,3,3,3,3
DA-EVAL-V02-00255,87082910,87082920|87082910|87083010,1,1,1,1,3,3,3,3,3,3
DA-EVAL-V02-00256,87082910,87089999|87082990|87082930,0,1,1,1,3,3,3,3,3,3
DA-EVAL-V02-00257,87082910,87082990|87082920|87082930,0,1,1,1,3,3,3,3,3,3
DA-EVAL-V02-00258,87082910,87082920|87089100|87081000,0,1,1,1,3,1,3,3,3,3
DA-EVAL-V02-00259,87082910,87082990|87082930|87082920,0,1,1,1,3,3,3,3,3,3
DA-EVAL-V02-00260,87082910,87081000|87089999|87083029,0,1,1,1,3,2,3,3,3,3
DA-EVAL-V02-00261,87082910,87082920|87082910|87083010,1,1,1,1,3,3,3,3,3,3
DA-EVAL-V02-00262,87082910,87082990|87082920|87083029,0,1,1,1,3,3,3,3,3,3
DA-EVAL-V02-00263,87082910,87082920|87082990|87082910,1,1,1,1,3,3,3,3,3,3
DA-EVAL-V02-00264,87082910,87082990|87082920|87082910,1,1,1,1,3,3,3,3,3,3
DA-EVAL-V02-00265,87082910,87081000|87089999|87085011,0,1,1,1,3,2,3,3,3,3
DA-EVAL-V02-00266,87082910,87082990|87082910|87089919,1,1,1,1,3,3,3,3,3,3
DA-EVAL-V02-00267,87082910,87082990|87082930|87082920,0,1,1,1,3,3,3,3,3,3
DA-EVAL-V02-00268,87082910,87082990|87082930|87082920,0,1,1,1,3,3,3,3,3,3
DA-EVAL-V02-00269,87082910,87082990|87082930|87082920,0,1,1,1,3,3,3,3,3,3
DA-EVAL-V02-00270,87082910,87082930|87082920|87081000,0,1,1,1,3,2,3,3,3,3
DA-EVAL-V02-00271,87082910,87082990|87082920|87089999,0,1,1,1,3,3,3,3,3,3
DA-EVAL-V02-00272,87082910,87082920|87082990|87082910,1,1,1,1,3,3,3,3,3,3
DA-EVAL-V02-00273,87082910,87089400|87082910|87083010,1,1,1,1,3,2,3,3,3,3
DA-EVAL-V02-00274,87082910,87082990|87082920|87082910,1,1,1,1,3,3,3,3,3,3
