case_id,nandina_ref,candidate_rank,candidate_raw_rank,candidate_code,candidate_doc_id,score
DA-EVAL-V02-00134,87082920,131,131,87044110,NANDINA_87044110,16.267250537325694
DA-EVAL-V02-00134,87082920,132,132,87045110,NANDINA_87045110,16.267250537325694
DA-EVAL-V02-00135,87089999,147,147,87044110,NANDINA_87044110,16.267250537325694
DA-EVAL-V02-00135,87089999,148,148,87045110,NANDINA_87045110,16.267250537325694
DA-EVAL-V02-00136,87082990,131,131,87044110,NANDINA_87044110,16.267250537325694
DA-EVAL-V02-00136,87082990,132,132,87045110,NANDINA_87045110,16.267250537325694
DA-EVAL-V02-00137,87082920,134,134,87044110,NANDINA_87044110,16.267250537325694
DA-EVAL-V02-00137,87082920,135,135,87045110,NANDINA_87045110,16.267250537325694
DA-EVAL-V02-00140,87082100,135,135,87044110,NANDINA_87044110,16.267250537325694
DA-EVAL-V02-00140,87082100,136,136,87045110,NANDINA_87045110,16.267250537325694
DA-EVAL-V02-00155,87082920,131,131,87044110,NANDINA_87044110,16.267250537325694
DA-EVAL-V02-00155,87082920,132,132,87045110,NANDINA_87045110,16.267250537325694
DA-EVAL-V02-00156,87082100,134,134,87044110,NANDINA_87044110,16.267250537325694
DA-EVAL-V02-00156,87082100,135,135,87045110,NANDINA_87045110,16.267250537325694
DA-EVAL-V02-00157,87089999,131,131,87044110,NANDINA_87044110,16.267250537325694
DA-EVAL-V02-00157,87089999,132,132,87045110,NANDINA_87045110,16.267250537325694
DA-EVAL-V02-00169,87032290,121,121,87044110,NANDINA_87044110,13.564440242439181
DA-EVAL-V02-00169,87032290,122,122,87045110,NANDINA_87045110,13.564440242439181
DA-EVAL-V02-00170,87032290,122,122,87044110,NANDINA_87044110,13.564440242439181
DA-EVAL-V02-00170,87032290,123,123,87045110,NANDINA_87045110,13.564440242439181
DA-EVAL-V02-00171,87032290,121,121,87044110,NANDINA_87044110,13.564440242439181
DA-EVAL-V02-00171,87032290,122,122,87045110,NANDINA_87045110,13.564440242439181
DA-EVAL-V02-00172,87032290,122,122,87044110,NANDINA_87044110,13.564440242439181
DA-EVAL-V02-00172,87032290,123,123,87045110,NANDINA_87045110,13.564440242439181
DA-EVAL-V02-00173,87032290,63,63,87044110,NANDINA_87044110,13.564440242439181
DA-EVAL-V02-00173,87032290,64,64,87045110,NANDINA_87045110,13.564440242439181
DA-EVAL-V02-00221,87087010,149,149,87044110,NANDINA_87044110,10.84483369155046
DA-EVAL-V02-00221,87087010,150,150,87045110,NANDINA_87045110,10.84483369155046
DA-EVAL-V02-00223,87087010,149,149,87044110,NANDINA_87044110,10.84483369155046
DA-EVAL-V02-00223,87087010,150,150,87045110,NANDINA_87045110,10.84483369155046
DA-EVAL-V02-00225,87087010,177,177,87044110,NANDINA_87044110,10.84483369155046
DA-EVAL-V02-00225,87087010,178,178,87045110,NANDINA_87045110,10.84483369155046
DA-EVAL-V02-00227,87087010,154,154,87044110,NANDINA_87044110,10.84483369155046
DA-EVAL-V02-00227,87087010,155,155,87045110,NANDINA_87045110,10.84483369155046
DA-EVAL-V02-00246,87032290,122,124,87044110,NANDINA_87044110,10.84483369155046
DA-EVAL-V02-00246,87032290,123,125,87045110,NANDINA_87045110,10.84483369155046
DA-EVAL-V02-00247,87032290,120,122,87044110,NANDINA_87044110,10.84483369155046
DA-EVAL-V02-00247,87032290,121,123,87045110,NANDINA_87045110,10.84483369155046
DA-EVAL-V02-00248,87032290,120,122,87044110,NANDINA_87044110,10.84483369155046
DA-EVAL-V02-00248,87032290,121,123,87045110,NANDINA_87045110,10.84483369155046
DA-EVAL-V02-00249,87032290,120,122,87044110,NANDINA_87044110,10.84483369155046
DA-EVAL-V02-00249,87032290,121,123,87045110,NANDINA_87045110,10.84483369155046
DA-EVAL-V02-00250,87032290,120,122,87044110,NANDINA_87044110,10.84483369155046
DA-EVAL-V02-00250,87032290,121,123,87045110,NANDINA_87045110,10.84483369155046
DA-EVAL-V02-00251,87032290,120,122,87044110,NANDINA_87044110,10.84483369155046
DA-EVAL-V02-00251,87032290,121,123,87045110,NANDINA_87045110,10.84483369155046
DA-EVAL-V02-00252,87032290,120,122,87044110,NANDINA_87044110,10.84483369155046
DA-EVAL-V02-00252,87032290,121,123,87045110,NANDINA_87045110,10.84483369155046
DA-EVAL-V02-00253,87032290,120,122,87044110,NANDINA_87044110,10.84483369155046
DA-EVAL-V02-00253,87032290,121,123,87045110,NANDINA_87045110,10.84483369155046
DA-EVAL-V02-00284,87038090,63,63,87044110,NANDINA_87044110,10.84483369155046
DA-EVAL-V02-00284,87038090,64,64,87045110,NANDINA_87045110,10.84483369155046
DA-EVAL-V02-00285,87038090,22,22,87044110,NANDINA_87044110,13.564440242439181
DA-EVAL-V02-00285,87038090,23,23,87045110,NANDINA_87045110,13.564440242439181
DA-EVAL-V02-00286,87032290,32,32,87044110,NANDINA_87044110,21.706463639103134
DA-EVAL-V02-00286,87032290,33,33,87045110,NANDINA_87045110,21.706463639103134
DA-EVAL-V02-00287,87032310,26,28,87044110,NANDINA_87044110,18.986857088214414
DA-EVAL-V02-00287,87032310,27,29,87045110,NANDINA_87045110,18.986857088214414
DA-EVAL-V02-00326,87082920,42,42,87044110,NANDINA_87044110,10.199434910365582
DA-EVAL-V02-00326,87082920,43,43,87045110,NANDINA_87045110,10.199434910365582
DA-EVAL-V02-00342,87082910,42,42,87044110,NANDINA_87044110,10.199434910365582
DA-EVAL-V02-00342,87082910,43,43,87045110,NANDINA_87045110,10.199434910365582
DA-EVAL-V02-00450,87089999,146,146,87044110,NANDINA_87044110,7.763127664289375
DA-EVAL-V02-00450,87089999,147,147,87045110,NANDINA_87045110,7.763127664289375
DA-EVAL-V02-00500,87032390,55,55,87044110,NANDINA_87044110,13.564440242439181
DA-EVAL-V02-00500,87032390,56,56,87045110,NANDINA_87045110,13.564440242439181
DA-EVAL-V02-00501,87032390,48,50,87044110,NANDINA_87044110,18.8294573247206
DA-EVAL-V02-00501,87032390,49,51,87045110,NANDINA_87045110,18.8294573247206
DA-EVAL-V02-00637,87082990,191,191,87044110,NANDINA_87044110,11.644691496434064
DA-EVAL-V02-00637,87082990,192,192,87045110,NANDINA_87045110,11.644691496434064
DA-EVAL-V02-00660,87082990,97,97,87044110,NANDINA_87044110,7.479828359476863
DA-EVAL-V02-00660,87082990,98,98,87045110,NANDINA_87045110,7.479828359476863
DA-EVAL-V02-00671,87032390,53,53,87044110,NANDINA_87044110,13.564440242439181
DA-EVAL-V02-00671,87032390,54,54,87045110,NANDINA_87045110,13.564440242439181
DA-EVAL-V02-00672,87032290,35,35,87044110,NANDINA_87044110,18.986857088214414
DA-EVAL-V02-00672,87032290,36,36,87045110,NANDINA_87045110,18.986857088214414
DA-EVAL-V02-00673,87032290,35,35,87044110,NANDINA_87044110,18.986857088214414
DA-EVAL-V02-00673,87032290,36,36,87045110,NANDINA_87045110,18.986857088214414
DA-EVAL-V02-00674,87032290,60,60,87044110,NANDINA_87044110,13.564440242439181
DA-EVAL-V02-00674,87032290,61,61,87045110,NANDINA_87045110,13.564440242439181
DA-EVAL-V02-00676,87042110,34,34,87044110,NANDINA_87044110,18.986857088214414
DA-EVAL-V02-00676,87042110,35,35,87045110,NANDINA_87045110,18.986857088214414
DA-EVAL-V02-00677,87042110,33,33,87044110,NANDINA_87044110,18.986857088214414
DA-EVAL-V02-00677,87042110,34,34,87045110,NANDINA_87045110,18.986857088214414
DA-EVAL-V02-00678,87032290,32,32,87044110,NANDINA_87044110,21.706463639103134
DA-EVAL-V02-00678,87032290,33,33,87045110,NANDINA_87045110,21.706463639103134
DA-EVAL-V02-00679,87032290,70,72,87044110,NANDINA_87044110,13.564440242439181
DA-EVAL-V02-00679,87032290,71,73,87045110,NANDINA_87045110,13.564440242439181
DA-EVAL-V02-00681,87032390,165,167,87044110,NANDINA_87044110,8.142023396663951
DA-EVAL-V02-00681,87032390,166,168,87045110,NANDINA_87045110,8.142023396663951
DA-EVAL-V02-00682,87032390,31,31,87044110,NANDINA_87044110,21.706463639103134
DA-EVAL-V02-00682,87032390,32,32,87045110,NANDINA_87045110,21.706463639103134
DA-EVAL-V02-00683,87032290,27,27,87044110,NANDINA_87044110,16.284046793327903
DA-EVAL-V02-00683,87032290,28,28,87045110,NANDINA_87045110,16.284046793327903
DA-EVAL-V02-00684,87032290,17,17,87044110,NANDINA_87044110,24.251874170495835
DA-EVAL-V02-00684,87032290,18,18,87045110,NANDINA_87045110,24.251874170495835
DA-EVAL-V02-00685,87042110,33,33,87044110,NANDINA_87044110,18.986857088214414
DA-EVAL-V02-00685,87042110,34,34,87045110,NANDINA_87045110,18.986857088214414
DA-EVAL-V02-00686,87042110,33,33,87044110,NANDINA_87044110,18.986857088214414
DA-EVAL-V02-00686,87042110,34,34,87045110,NANDINA_87045110,18.986857088214414
DA-EVAL-V02-00687,87032290,32,32,87044110,NANDINA_87044110,18.986857088214414
DA-EVAL-V02-00687,87032290,33,33,87045110,NANDINA_87045110,18.986857088214414
DA-EVAL-V02-00723,87084090,151,151,87044110,NANDINA_87044110,7.98462363317014
DA-EVAL-V02-00723,87084090,152,152,87045110,NANDINA_87045110,7.98462363317014
DA-EVAL-V02-00739,87082920,186,186,87044110,NANDINA_87044110,9.352743887010657
DA-EVAL-V02-00739,87082920,187,187,87045110,NANDINA_87045110,9.352743887010657
DA-EVAL-V02-00745,87082920,186,186,87044110,NANDINA_87044110,9.352743887010657
DA-EVAL-V02-00745,87082920,187,187,87045110,NANDINA_87045110,9.352743887010657
DA-EVAL-V02-00747,87088090,51,51,87044110,NANDINA_87044110,12.434449914271742
DA-EVAL-V02-00747,87088090,52,52,87045110,NANDINA_87045110,12.434449914271742
DA-EVAL-V02-00748,87088090,51,51,87044110,NANDINA_87044110,12.434449914271742
DA-EVAL-V02-00748,87088090,52,52,87045110,NANDINA_87045110,12.434449914271742
DA-EVAL-V02-00754,87089999,12,12,87044110,NANDINA_87044110,18.624757611842046
DA-EVAL-V02-00754,87089999,13,13,87045110,NANDINA_87045110,18.624757611842046
DA-EVAL-V02-00755,87089999,133,133,87044110,NANDINA_87044110,10.861629947552672
DA-EVAL-V02-00755,87089999,134,134,87045110,NANDINA_87045110,10.861629947552672
DA-EVAL-V02-00773,87087020,51,51,87044110,NANDINA_87044110,8.142023396663951
DA-EVAL-V02-00773,87087020,52,52,87045110,NANDINA_87045110,8.142023396663951
DA-EVAL-V02-00846,87081000,134,134,87044110,NANDINA_87044110,5.42241684577523
DA-EVAL-V02-00846,87081000,135,135,87045110,NANDINA_87045110,5.42241684577523
